participant,task,trial,choice,correct_choice,reward,block,condition,category,object,all_features,feature1,feature2,feature3
2,0,253,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,254,f,j,-1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,255,f,j,-1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,256,f,j,-1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,257,j,f,-1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,258,f,j,-1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,259,j,f,-1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,260,j,f,-1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,261,f,j,-1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,262,f,j,-1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,263,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,264,j,f,-1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,265,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,266,f,f,1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,267,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,268,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,269,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,270,f,j,-1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,271,j,f,-1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,272,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,273,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,274,f,f,1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,275,f,j,-1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,276,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,277,j,f,-1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,278,j,f,-1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,279,f,f,1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,280,f,j,-1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,281,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,282,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,283,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,284,j,f,-1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,285,f,f,1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,286,f,j,-1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,287,j,j,1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,288,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,289,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,290,j,j,1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,291,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,292,f,f,1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,293,f,f,1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,294,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,295,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,296,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,297,f,f,1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,298,f,j,-1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,299,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,300,j,j,1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,301,j,f,-1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,302,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,303,f,f,1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,304,f,j,-1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,305,f,j,-1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,306,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,307,f,f,1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,308,j,f,-1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,309,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,310,f,f,1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,311,j,j,1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,312,j,j,1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,313,f,f,1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,314,f,j,-1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,315,j,f,-1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,316,f,j,-1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,317,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,318,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,319,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,320,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,321,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,322,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,323,j,f,-1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
2,0,324,f,j,-1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,325,f,f,1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,326,f,j,-1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,327,j,j,1.0,3,4,1,Big White Square,"[1, 0, 1]",1,0,1
2,0,328,j,j,1.0,3,4,1,Big Black Square,"[1, 1, 1]",1,1,1
2,0,329,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
2,0,330,j,f,-1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
2,0,331,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
2,0,332,f,f,1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,333,f,j,-1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
2,0,334,f,f,1.0,3,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
2,0,335,j,f,-1.0,3,4,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,0,f,j,-1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,1,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,2,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,3,j,f,-1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,4,f,j,-1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,5,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,6,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,7,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,8,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,9,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,10,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,11,j,f,-1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,12,f,j,-1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,13,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,14,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,15,j,f,-1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,16,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,17,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,18,j,f,-1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,19,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,20,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,21,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,22,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,23,f,j,-1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,24,j,f,-1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,25,f,j,-1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,26,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,27,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,28,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,29,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,30,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,31,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,32,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,33,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,34,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,35,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,36,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,37,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,38,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,39,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,40,f,j,-1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,41,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,42,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,43,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,44,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,45,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,46,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,47,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,48,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,49,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,50,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,51,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,52,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,53,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,54,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,55,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,56,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,57,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,58,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,59,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,60,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,61,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,62,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,63,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,64,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,65,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,66,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,67,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,68,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,69,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,70,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,71,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,72,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,73,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,74,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,75,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,76,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,77,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,78,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,79,j,f,-1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,80,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,81,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,82,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,83,j,j,1.0,0,1,1,Small White Square,"[0, 0, 1]",0,0,1
3,0,84,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,85,f,f,1.0,0,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,86,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,87,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,88,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,89,j,j,1.0,0,1,1,Small Black Square,"[0, 1, 1]",0,1,1
3,0,90,j,j,1.0,0,1,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,91,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,92,f,f,1.0,0,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,93,j,j,1.0,0,1,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,94,f,f,1.0,0,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,95,f,f,1.0,0,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,96,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,97,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,98,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,99,j,f,-1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,100,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,101,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,102,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,103,j,f,-1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,104,j,f,-1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,105,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,106,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,107,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,108,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,109,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,110,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,111,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,112,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,113,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,114,f,f,1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,115,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,116,j,f,-1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,117,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,118,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,119,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,120,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,121,j,f,-1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,122,j,f,-1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,123,j,j,1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,124,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,125,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,126,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,127,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,128,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,129,f,f,1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,130,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,131,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,132,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,133,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,134,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,135,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,136,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,137,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,138,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,139,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,140,j,f,-1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,141,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,142,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,143,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,144,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,145,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,146,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,147,f,j,-1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,148,f,j,-1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,149,f,f,1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,150,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,151,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,152,f,f,1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,153,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,154,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,155,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,156,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,157,f,f,1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,158,j,f,-1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,159,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,160,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,161,f,f,1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,162,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,163,j,f,-1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,164,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,165,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,166,j,f,-1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,167,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,168,f,j,-1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,169,f,f,1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,170,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,171,j,f,-1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,172,f,j,-1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,173,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,174,j,j,1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,175,f,j,-1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,176,j,j,1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,177,j,j,1.0,1,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,178,f,j,-1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,179,f,f,1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,180,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,181,j,j,1.0,1,3,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,182,j,f,-1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,183,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,184,f,f,1.0,1,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,185,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,186,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,187,j,j,1.0,1,3,1,Big Black Square,"[1, 1, 1]",1,1,1
3,0,188,f,f,1.0,1,3,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,189,f,f,1.0,1,3,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,190,f,f,1.0,1,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,191,j,j,1.0,1,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,192,j,j,1.0,2,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,193,f,f,1.0,2,4,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,194,j,f,-1.0,2,4,0,Big Black Square,"[1, 1, 1]",1,1,1
3,0,195,f,f,1.0,2,4,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,196,f,j,-1.0,2,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,197,f,j,-1.0,2,4,1,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,198,j,f,-1.0,2,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,199,j,j,1.0,2,4,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,200,j,j,1.0,2,4,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,201,f,j,-1.0,2,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,202,f,f,1.0,2,4,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,203,f,f,1.0,2,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,204,j,f,-1.0,2,4,0,Big Black Square,"[1, 1, 1]",1,1,1
3,0,205,j,j,1.0,2,4,1,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,206,f,j,-1.0,2,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,207,f,f,1.0,2,4,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,208,j,j,1.0,2,4,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,209,j,j,1.0,2,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,210,j,f,-1.0,2,4,0,Big Black Square,"[1, 1, 1]",1,1,1
3,0,211,j,f,-1.0,2,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,212,j,j,1.0,2,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,213,j,j,1.0,2,4,1,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,214,f,f,1.0,2,4,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,215,f,f,1.0,2,4,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,216,f,f,1.0,2,4,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,217,j,j,1.0,2,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
3,0,218,f,f,1.0,2,4,0,Small Black Triangle,"[0, 1, 0]",0,1,0
3,0,219,f,f,1.0,2,4,0,Small Black Square,"[0, 1, 1]",0,1,1
3,0,220,j,f,-1.0,2,4,0,Big Black Square,"[1, 1, 1]",1,1,1
3,0,221,f,j,-1.0,2,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
3,0,222,j,j,1.0,2,4,1,Big Black Triangle,"[1, 1, 0]",1,1,0
3,0,223,j,j,1.0,2,4,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,224,f,f,1.0,2,4,0,Small White Square,"[0, 0, 1]",0,0,1
3,0,225,j,j,1.0,2,4,1,Big White Square,"[1, 0, 1]",1,0,1
3,0,226,j,f,-1.0,2,4,0,Big Black Square,"[1, 1, 1]",1,1,1
3,0,227,j,j,1.0,2,4,1,Big Black Triangle,"[1, 1, 0]",1,1,0
