input,target,trial_id,task_id
"[5.43, 0.59, 1.13, 5.81]",3.81,10,248
"[2.75, 0.69, 1.98, 3.13]",2.23,11,248
"[4.01, 0.53, 0.83, 4.56]",2.51,12,248
"[1.65, 0.91, 1.35, 1.94]",1.13,13,248
"[3.29, 0.71, 1.58, 3.81]",2.35,14,248
"[2.31, 0.85, 1.74, 2.71]",1.95,15,248
"[5.21, 0.61, 1.25, 5.49]",3.53,16,248
"[2.93, 0.67, 2.12, 3.39]",2.45,17,248
"[4.42, 0.55, 0.98, 4.78]",2.77,18,248
"[1.89, 0.93, 1.49, 2.13]",1.39,19,248
"[1.45, 0.025, 3.8, 0.12]",35.7,0,251
"[2.82, 0.048, 4.2, 0.18]",51.3,1,251
"[3.19, 0.012, 3.3, 0.08]",22.1,2,251
"[4.56, 0.035, 3.9, 0.15]",39.5,3,251
"[5.27, 0.018, 3.5, 0.1]",28.3,4,251
"[6.93, 0.058, 4.5, 0.22]",63.2,5,251
"[7.39, 0.023, 3.7, 0.13]",33.9,6,251
"[8.11, 0.008, 3.1, 0.06]",19.4,7,251
"[9.67, 0.042, 4.1, 0.19]",46.8,8,251
"[10.48, 0.028, 3.8, 0.14]",36.5,9,251
"[11.14, 0.01, 3.2, 0.07]",21.7,10,251
"[12.75, 0.052, 4.3, 0.2]",55.1,11,251
"[13.59, 0.038, 4.0, 0.16]",42.2,12,251
"[14.32, 0.021, 3.6, 0.11]",30.9,13,251
"[15.85, 0.061, 4.6, 0.24]",68.5,14,251
"[16.43, 0.026, 3.9, 0.12]",34.8,15,251
"[17.24, 0.015, 3.4, 0.09]",25.6,16,251
"[18.96, 0.065, 4.7, 0.27]",72.9,17,251
"[19.51, 0.031, 3.8, 0.13]",38.1,18,251
"[20.18, 0.011, 3.3, 0.06]",23.2,19,251
"[0.83, 0.41, 0.95, 0.12]",0.71,0,252
"[0.29, 0.91, 0.67, 0.58]",0.45,1,252
"[0.62, 0.11, 0.85, 0.39]",0.63,2,252
"[0.48, 0.79, 0.51, 0.27]",0.55,3,252
"[0.97, 0.64, 0.22, 0.83]",0.81,4,252
"[0.35, 0.56, 0.94, 0.44]",0.49,5,252
"[0.73, 0.38, 0.76, 0.69]",0.65,6,252
"[0.14, 0.93, 0.61, 0.18]",0.33,7,252
"[0.59, 0.25, 0.88, 0.52]",0.58,8,252
"[0.42, 0.81, 0.33, 0.74]",0.51,9,252
"[0.91, 0.47, 0.29, 0.96]",0.76,10,252
"[0.68, 0.53, 0.82, 0.31]",0.62,11,252
"[0.22, 0.98, 0.43, 0.11]",0.37,12,252
"[0.85, 0.69, 0.56, 0.49]",0.72,13,252
"[0.51, 0.26, 0.91, 0.65]",0.54,14,252
"[0.39, 0.84, 0.25, 0.42]",0.46,15,252
"[0.76, 0.59, 0.78, 0.55]",0.67,16,252
"[0.11, 0.92, 0.37, 0.23]",0.29,17,252
"[0.64, 0.44, 0.99, 0.71]",0.61,18,252
"[0.57, 0.77, 0.54, 0.38]",0.56,19,252
"[8.21, 120.54, 0.73, 0.41]",0.62,0,253
"[3.14, 210.85, 0.29, 0.55]",0.31,1,253
"[5.85, 90.12, 0.92, 0.23]",0.75,2,253
"[4.38, 180.46, 0.67, 0.48]",0.51,3,253
"[6.51, 140.21, 0.83, 0.32]",0.81,4,253
"[2.98, 240.95, 0.19, 0.61]",0.23,5,253
"[7.19, 110.39, 0.95, 0.29]",0.93,6,253
"[3.75, 200.72, 0.42, 0.53]",0.39,7,253
"[5.02, 160.58, 0.78, 0.35]",0.69,8,253
"[4.92, 130.19, 0.85, 0.25]",0.83,9,253
"[6.12, 220.11, 0.98, 0.43]",0.96,10,253
"[3.49, 190.35, 0.34, 0.51]",0.35,11,253
"[7.42, 100.63, 0.99, 0.27]",1.01,12,253
"[4.15, 170.82, 0.65, 0.39]",0.59,13,253
"[5.69, 150.29, 0.89, 0.31]",0.85,14,253
"[3.91, 230.49, 0.45, 0.59]",0.41,15,253
"[6.79, 120.95, 0.94, 0.33]",0.99,16,253
"[4.67, 140.17, 0.82, 0.37]",0.79,17,253
"[5.31, 200.01, 0.76, 0.45]",0.73,18,253
"[3.23, 210.62, 0.27, 0.57]",0.29,19,253
"[34.21, 0.75, 0.92, 0.41]",73.19,0,254
"[28.95, 0.62, 0.85, 0.53]",67.82,1,254
"[42.19, 0.81, 0.97, 0.38]",79.41,2,254
"[25.11, 0.58, 0.79, 0.59]",62.15,3,254
"[38.53, 0.73, 0.91, 0.44]",75.93,4,254
"[31.47, 0.65, 0.83, 0.51]",70.29,5,254
"[45.85, 0.86, 0.98, 0.35]",82.67,6,254
"[22.39, 0.53, 0.76, 0.63]",58.49,7,254
"[36.81, 0.71, 0.89, 0.48]",73.11,8,254
"[29.73, 0.61, 0.82, 0.56]",68.42,9,254
"[40.29, 0.78, 0.94, 0.42]",77.49,10,254
"[24.67, 0.56, 0.77, 0.61]",60.93,11,254
"[33.95, 0.69, 0.87, 0.5]",71.59,12,254
"[48.31, 0.89, 0.99, 0.33]",85.19,13,254
"[27.03, 0.59, 0.8, 0.58]",65.11,14,254
"[35.49, 0.74, 0.9, 0.46]",72.73,15,254
"[41.91, 0.83, 0.95, 0.4]",80.31,16,254
"[26.35, 0.54, 0.78, 0.64]",62.79,17,254
"[32.13, 0.66, 0.84, 0.52]",69.55,18,254
"[43.57, 0.84, 0.96, 0.39]",81.49,19,254
"[30.89, 0.63, 0.81, 0.55]",68.85,20,254
"[450.0, 1200.0, 85.0, 190.0]",2350.1,0,255
"[320.0, 950.0, 60.0, 160.0]",1821.4,1,255
"[570.0, 1400.0, 75.0, 210.0]",2619.3,2,255
"[390.0, 1100.0, 65.0, 180.0]",2162.7,3,255
"[290.0, 800.0, 55.0, 140.0]",1611.9,4,255
"[470.0, 1300.0, 80.0, 200.0]",2441.8,5,255
"[410.0, 1200.0, 70.0, 190.0]",2291.2,6,255
"[350.0, 1000.0, 60.0, 170.0]",2031.5,7,255
"[530.0, 1500.0, 85.0, 220.0]",2831.1,8,255
"[270.0, 700.0, 50.0, 130.0]",1441.3,9,255
"[490.0, 1400.0, 80.0, 210.0]",2581.6,10,255
"[330.0, 900.0, 65.0, 160.0]",1921.9,11,255
"[610.0, 1600.0, 90.0, 240.0]",3131.4,12,255
"[250.0, 600.0, 45.0, 120.0]",1311.8,13,255
"[430.0, 1300.0, 75.0, 200.0]",2391.3,14,255
"[380.0, 1100.0, 70.0, 190.0]",2231.2,15,255
"[550.0, 1500.0, 85.0, 230.0]",2991.9,16,255
"[310.0, 800.0, 60.0, 150.0]",1841.6,17,255
"[510.0, 1400.0, 80.0, 220.0]",2711.1,18,255
"[240.0, 500.0, 40.0, 110.0]",1211.5,19,255
"[400.0, 1200.0, 75.0, 200.0]",2351.8,20,255
"[145.23, 0.47, 0.12, 0.03]",72.11,0,256
"[187.92, 0.51, 0.07, 0.02]",75.98,1,256
"[121.11, 0.43, 0.15, 0.05]",69.22,2,256
"[159.87, 0.49, 0.11, 0.04]",73.45,3,256
"[131.78, 0.45, 0.13, 0.03]",70.59,4,256
"[180.12, 0.53, 0.08, 0.01]",76.49,5,256
"[151.35, 0.48, 0.12, 0.02]",72.98,6,256
"[140.91, 0.46, 0.14, 0.04]",71.19,7,256
"[169.56, 0.5, 0.1, 0.03]",74.21,8,256
"[162.81, 0.49, 0.11, 0.02]",73.71,9,256
"[194.21, 0.55, 0.06, 0.01]",77.89,10,256
"[175.49, 0.52, 0.09, 0.02]",75.19,11,256
"[138.75, 0.44, 0.16, 0.05]",70.39,12,256
"[165.12, 0.5, 0.12, 0.03]",73.92,13,256
"[182.56, 0.53, 0.08, 0.01]",76.11,14,256
"[143.92, 0.46, 0.14, 0.04]",71.49,15,256
"[156.98, 0.48, 0.13, 0.03]",72.81,16,256
"[191.01, 0.54, 0.07, 0.01]",77.39,17,256
"[172.85, 0.51, 0.1, 0.02]",74.79,18,256
"[148.29, 0.47, 0.15, 0.04]",71.89,19,256
"[0.814, 3.219, 1.851, 2.465]",4.192,0,259
"[1.429, 2.053, 0.918, 3.139]",3.571,1,259
"[0.295, 1.493, 2.711, 1.628]",2.352,2,259
"[1.951, 2.851, 1.219, 2.933]",4.819,3,259
"[0.639, 1.927, 2.465, 2.181]",3.192,4,259
"[1.137, 1.683, 2.039, 2.551]",3.439,5,259
"[0.463, 1.251, 1.893, 2.303]",2.639,6,259
"[1.743, 2.499, 1.559, 2.823]",4.463,7,259
"[0.817, 1.815, 2.249, 2.159]",3.297,8,259
"[1.351, 1.937, 1.819, 2.655]",3.693,9,259
"[0.593, 1.439, 1.647, 2.421]",2.851,10,259
"[1.923, 2.693, 1.901, 2.961]",4.693,11,259
"[0.371, 1.159, 1.751, 2.243]",2.463,12,259
"[1.549, 2.231, 1.639, 2.761]",4.231,13,259
"[0.709, 1.623, 2.103, 2.309]",3.119,14,259
"[1.265, 1.851, 1.951, 2.583]",3.851,15,259
"[0.441, 1.291, 1.567, 2.183]",2.591,16,259
"[1.799, 2.537, 1.859, 2.889]",4.537,17,259
"[0.927, 1.749, 2.317, 2.439]",3.449,18,259
"[1.483, 2.101, 1.839, 2.639]",4.101,19,259
"[3.14, 0.85, 0.21, 120.5]",0.67,0,261
"[2.81, 0.59, 0.35, 90.2]",0.48,1,261
"[1.95, 0.73, 0.12, 150.8]",0.83,2,261
"[2.49, 0.51, 0.28, 110.1]",0.59,3,261
"[1.42, 0.81, 0.41, 130.9]",0.72,4,261
"[2.17, 0.67, 0.25, 100.5]",0.56,5,261
"[1.93, 0.44, 0.38, 140.2]",0.65,6,261
"[2.63, 0.62, 0.19, 120.8]",0.75,7,261
"[1.19, 0.58, 0.33, 110.3]",0.51,8,261
"[2.01, 0.71, 0.22, 130.1]",0.64,9,261
"[1.75, 0.46, 0.39, 100.9]",0.58,10,261
"[2.39, 0.55, 0.26, 140.5]",0.69,11,261
"[1.51, 0.83, 0.36, 150.3]",0.79,12,261
"[2.08, 0.49, 0.31, 120.2]",0.61,13,261
"[1.28, 0.65, 0.29, 110.7]",0.54,14,261
"[1.87, 0.78, 0.23, 130.6]",0.73,15,261
"[2.42, 0.53, 0.34, 140.8]",0.71,16,261
"[1.63, 0.69, 0.27, 100.3]",0.62,17,261
"[2.23, 0.61, 0.32, 150.1]",0.77,18,261
"[1.45, 0.57, 0.3, 120.6]",0.66,19,261
"[12.34, 7.91, 4.23, 1.56]",30.11,0,263
"[8.17, 3.45, 6.78, 2.01]",20.95,1,263
"[15.62, 9.12, 3.91, 1.89]",35.67,2,263
"[10.95, 5.67, 7.32, 2.34]",25.81,3,263
"[18.23, 11.45, 4.56, 2.12]",40.23,4,263
"[9.56, 4.21, 8.19, 1.78]",22.19,5,263
"[13.45, 8.56, 5.12, 2.45]",32.45,6,263
"[11.78, 6.34, 7.89, 2.56]",28.12,7,263
"[16.89, 10.23, 4.89, 2.67]",38.56,8,263
"[8.45, 3.89, 9.12, 1.98]",21.45,9,263
"[14.12, 9.78, 5.67, 2.78]",33.89,10,263
"[10.23, 5.12, 8.45, 2.12]",24.56,11,263
"[17.56, 11.89, 5.34, 2.89]",42.12,12,263
"[9.12, 4.56, 9.45, 1.89]",22.78,13,263
"[12.89, 8.12, 6.23, 2.34]",30.56,14,263
"[11.45, 6.78, 8.67, 2.45]",27.89,15,263
"[15.89, 10.56, 5.89, 2.98]",36.78,16,263
"[8.78, 4.12, 9.67, 2.01]",21.12,17,263
"[13.78, 9.34, 6.56, 2.56]",32.12,18,263
"[10.56, 5.89, 8.89, 2.23]",25.45,19,263
"[16.34, 11.12, 5.12, 2.78]",39.45,20,263
"[0.643, 1.281, 0.951, 3.142]",0.812,0,266
"[0.821, 1.053, 0.842, 2.491]",0.951,1,266
"[0.935, 1.429, 0.761, 3.651]",1.102,2,266
"[0.758, 1.192, 0.921, 2.819]",0.942,3,266
"[0.871, 1.338, 0.852, 3.295]",1.055,4,266
"[0.652, 1.248, 0.988, 2.675]",0.911,5,266
"[0.945, 1.515, 0.793, 3.872]",1.182,6,266
"[0.819, 1.263, 0.869, 2.931]",0.985,7,266
"[0.726, 1.102, 0.956, 2.449]",0.883,8,266
"[0.914, 1.401, 0.824, 3.512]",1.066,9,266
"[0.681, 1.198, 0.939, 2.591]",0.924,10,266
"[0.961, 1.583, 0.799, 4.019]",1.241,11,266
"[0.843, 1.322, 0.891, 3.149]",1.026,12,266
"[0.749, 1.141, 0.972, 2.711]",0.913,13,266
"[0.889, 1.451, 0.854, 3.634]",1.098,14,266
"[0.703, 1.255, 0.964, 2.853]",0.954,15,266
"[0.928, 1.544, 0.811, 3.956]",1.204,16,266
"[0.865, 1.384, 0.904, 3.271]",1.044,17,266
"[0.772, 1.183, 0.986, 2.933]",0.959,18,266
"[0.951, 1.615, 0.825, 4.099]",1.273,19,266
"[0.82, 0.41, 0.19, 0.67]",3.14,0,267
"[0.59, 0.85, 0.43, 0.31]",2.51,1,267
"[0.46, 0.68, 0.92, 0.55]",2.85,2,267
"[0.71, 0.39, 0.61, 0.48]",2.99,3,267
"[0.35, 0.52, 0.76, 0.63]",2.23,4,267
"[0.94, 0.29, 0.51, 0.79]",3.62,5,267
"[0.57, 0.83, 0.35, 0.44]",2.67,6,267
"[0.62, 0.45, 0.87, 0.59]",3.01,7,267
"[0.49, 0.65, 0.27, 0.72]",2.39,8,267
"[0.78, 0.56, 0.49, 0.36]",3.18,9,267
"[0.31, 0.47, 0.93, 0.54]",2.13,10,267
"[0.65, 0.82, 0.41, 0.61]",3.42,11,267
"[0.43, 0.58, 0.75, 0.46]",2.55,12,267
"[0.51, 0.34, 0.67, 0.81]",2.79,13,267
"[0.85, 0.63, 0.32, 0.52]",3.65,14,267
"[0.39, 0.71, 0.59, 0.45]",2.45,15,267
"[0.68, 0.49, 0.85, 0.38]",3.09,16,267
"[0.53, 0.62, 0.44, 0.76]",2.92,17,267
"[0.44, 0.51, 0.69, 0.62]",2.61,18,267
"[0.76, 0.38, 0.56, 0.51]",3.25,19,267
"[0.61, 0.79, 0.39, 0.43]",3.49,20,267
"[23.45, 4.21, 0.83, 1.19]",0.51,0,269
"[17.82, 3.59, 1.01, 0.92]",0.38,1,269
"[25.91, 4.85, 0.69, 1.41]",0.63,2,269
"[20.14, 4.01, 0.95, 1.06]",0.44,3,269
"[22.67, 3.82, 0.81, 1.23]",0.49,4,269
"[19.35, 3.25, 1.13, 0.99]",0.36,5,269
"[24.51, 5.09, 0.73, 1.58]",0.71,6,269
"[21.49, 4.43, 0.89, 1.17]",0.52,7,269
"[18.63, 3.49, 1.04, 1.02]",0.39,8,269
"[23.11, 4.67, 0.78, 1.35]",0.58,9,269
"[20.75, 3.91, 0.93, 1.09]",0.45,10,269
"[26.23, 5.31, 0.65, 1.71]",0.79,11,269
"[22.01, 4.55, 0.85, 1.25]",0.54,12,269
"[19.09, 3.17, 1.21, 0.97]",0.33,13,269
"[24.93, 5.59, 0.71, 1.83]",0.85,14,269
"[21.81, 4.79, 0.87, 1.29]",0.56,15,269
"[18.23, 3.39, 1.15, 1.04]",0.37,16,269
"[25.57, 5.87, 0.67, 2.05]",0.93,17,269
"[22.39, 4.97, 0.83, 1.39]",0.61,18,269
"[19.51, 3.63, 1.07, 1.11]",0.42,19,269
"[0.87, 4.23, 1.91, 0.15]",235.12,0,270
"[0.31, 2.19, 1.43, 0.42]",103.85,1,270
"[1.41, 5.67, 2.52, 0.31]",342.19,2,270
"[0.59, 3.14, 1.75, 0.58]",181.92,3,270
"[1.03, 4.85, 2.13, 0.21]",261.41,4,270
"[0.46, 2.71, 1.98, 0.49]",134.28,5,270
"[1.29, 5.19, 2.41, 0.35]",311.52,6,270
"[0.73, 3.62, 1.61, 0.67]",205.83,7,270
"[0.97, 4.41, 2.03, 0.29]",247.95,8,270
"[0.38, 2.38, 1.82, 0.53]",114.62,9,270
"[1.55, 5.93, 2.69, 0.25]",373.18,10,270
"[0.63, 3.29, 1.49, 0.61]",192.41,11,270
"[1.11, 4.93, 2.27, 0.33]",282.15,12,270
"[0.51, 2.93, 1.95, 0.45]",144.89,13,270
"[1.19, 5.51, 2.55, 0.39]",327.98,14,270
"[0.79, 3.85, 1.73, 0.55]",223.51,15,270
"[0.91, 4.67, 2.19, 0.27]",264.72,16,270
"[0.43, 2.57, 1.87, 0.51]",127.34,17,270
"[1.67, 6.21, 2.87, 0.23]",409.93,18,270
"[0.69, 3.51, 1.63, 0.59]",201.29,19,270
"[0.817, 2.451, 4.198, 0.935]",3.271,0,271
"[0.421, 1.819, 3.956, 0.654]",2.532,1,271
"[0.953, 3.092, 2.819, 0.778]",3.854,2,271
"[0.639, 2.654, 4.432, 0.893]",3.419,3,271
"[0.275, 1.453, 3.192, 0.567]",2.195,4,271
"[0.851, 2.984, 4.678, 0.945]",3.691,5,271
"[0.514, 2.189, 3.651, 0.734]",2.843,6,271
"[0.393, 1.934, 4.011, 0.624]",2.559,7,271
"[0.962, 3.231, 2.956, 0.812]",3.928,8,271
"[0.718, 2.567, 4.253, 0.859]",3.357,9,271
"[0.467, 2.038, 3.384, 0.696]",2.669,10,271
"[0.859, 2.921, 4.589, 0.976]",3.822,11,271
"[0.623, 2.301, 4.091, 0.786]",3.129,12,271
"[0.541, 2.149, 3.823, 0.741]",2.923,13,271
"[0.795, 2.753, 4.449, 0.917]",3.593,14,271
"[0.449, 1.991, 3.556, 0.684]",2.475,15,271
"[0.938, 3.041, 3.194, 0.872]",3.995,16,271
"[0.682, 2.467, 4.205, 0.849]",3.285,17,271
"[0.509, 2.162, 3.692, 0.729]",2.802,18,271
"[0.771, 2.634, 4.361, 0.907]",3.51,19,271
"[4.82, 55000.0, 350000.0, 120.0]",0.65,0,272
"[4.21, 48000.0, 320000.0, 110.0]",0.42,1,272
"[3.95, 52000.0, 300000.0, 100.0]",0.38,2,272
"[4.51, 58000.0, 360000.0, 125.0]",0.73,3,272
"[4.13, 50000.0, 330000.0, 115.0]",0.53,4,272
"[3.78, 46000.0, 290000.0, 95.0]",0.28,5,272
"[4.69, 60000.0, 380000.0, 130.0]",0.85,6,272
"[4.35, 54000.0, 310000.0, 105.0]",0.48,7,272
"[3.92, 51000.0, 300000.0, 102.0]",0.35,8,272
"[4.58, 62000.0, 390000.0, 135.0]",0.92,9,272
"[4.26, 56000.0, 340000.0, 120.0]",0.59,10,272
"[3.85, 49000.0, 280000.0, 90.0]",0.25,11,272
"[4.71, 64000.0, 400000.0, 140.0]",1.01,12,272
"[4.43, 57000.0, 350000.0, 125.0]",0.67,13,272
"[3.99, 53000.0, 320000.0, 112.0]",0.41,14,272
"[4.63, 65000.0, 410000.0, 145.0]",1.12,15,272
"[4.31, 59000.0, 360000.0, 130.0]",0.63,16,272
"[3.91, 50000.0, 310000.0, 108.0]",0.39,17,272
"[4.75, 67000.0, 420000.0, 150.0]",1.23,18,272
"[4.49, 61000.0, 370000.0, 138.0]",0.79,19,272
"[0.85, 0.42, 0.91, 0.19]",0.73,0,274
"[0.31, 0.67, 0.14, 0.85]",0.48,1,274
"[0.59, 0.11, 0.76, 0.39]",0.65,2,274
"[0.94, 0.59, 0.28, 0.62]",0.84,3,274
"[0.18, 0.83, 0.51, 0.44]",0.39,4,274
"[0.76, 0.35, 0.93, 0.27]",0.81,5,274
"[0.43, 0.49, 0.65, 0.58]",0.56,6,274
"[0.69, 0.22, 0.41, 0.75]",0.61,7,274
"[0.52, 0.95, 0.19, 0.33]",0.67,8,274
"[0.27, 0.71, 0.87, 0.52]",0.45,9,274
"[0.81, 0.46, 0.63, 0.18]",0.79,10,274
"[0.39, 0.54, 0.29, 0.91]",0.49,11,274
"[0.62, 0.13, 0.79, 0.69]",0.64,12,274
"[0.48, 0.88, 0.43, 0.23]",0.59,13,274
"[0.33, 0.62, 0.55, 0.81]",0.47,14,274
"[0.96, 0.51, 0.31, 0.48]",0.87,15,274
"[0.15, 0.39, 0.97, 0.63]",0.36,16,274
"[0.72, 0.25, 0.67, 0.54]",0.71,17,274
"[0.56, 0.92, 0.45, 0.37]",0.69,18,274
"[0.41, 0.16, 0.83, 0.95]",0.51,19,274
"[165.23, 55.11, 88.42, 9.25]",63.91,0,275
"[178.56, 60.85, 92.15, 10.51]",71.39,1,275
"[170.98, 58.29, 89.63, 9.81]",66.15,2,275
"[182.13, 62.41, 94.89, 11.02]",74.61,3,275
"[168.75, 56.93, 87.51, 9.42]",64.29,4,275
"[175.39, 60.17, 91.79, 10.25]",69.53,5,275
"[180.62, 61.93, 93.58, 10.83]",72.85,6,275
"[172.51, 59.03, 90.35, 9.93]",67.17,7,275
"[185.85, 64.19, 96.42, 11.39]",77.19,8,275
"[169.38, 57.49, 88.19, 9.57]",65.03,9,275
"[176.92, 61.49, 92.92, 10.58]",70.79,10,275
"[181.35, 62.85, 94.21, 10.98]",73.51,11,275
"[173.79, 59.73, 91.07, 10.13]",68.49,12,275
"[188.11, 65.49, 97.85, 11.77]",79.53,13,275
"[171.15, 58.53, 89.85, 9.73]",66.85,14,275
"[179.58, 62.21, 93.99, 10.83]",72.35,15,275
"[174.42, 60.37, 91.59, 10.29]",69.09,16,275
"[183.82, 64.59, 96.14, 11.42]",76.29,17,275
"[168.02, 56.67, 87.29, 9.36]",63.83,18,275
"[177.19, 61.79, 93.31, 10.64]",71.01,19,275
"[0.83, 23.19, 5.61, 6.25]",4.51,0,277
"[2.91, 19.85, 7.39, 5.98]",5.13,1,277
"[1.45, 25.31, 6.85, 6.51]",4.83,2,277
"[3.67, 21.49, 5.13, 6.83]",5.49,3,277
"[2.19, 24.17, 7.61, 6.19]",5.29,4,277
"[1.93, 20.83, 6.29, 6.91]",4.93,5,277
"[3.39, 22.95, 5.85, 6.67]",5.67,6,277
"[2.65, 23.51, 7.13, 6.43]",5.39,7,277
"[1.11, 25.99, 6.51, 6.79]",4.67,8,277
"[3.85, 20.13, 5.39, 7.01]",5.83,9,277
"[2.41, 24.83, 7.79, 6.65]",5.59,10,277
"[1.69, 21.67, 6.93, 6.55]",4.79,11,277
"[3.01, 22.29, 5.67, 6.95]",5.51,12,277
"[2.87, 24.01, 7.35, 6.29]",5.43,13,277
"[1.35, 26.13, 6.79, 6.93]",4.73,14,277
"[3.53, 20.59, 5.51, 7.13]",5.95,15,277
"[2.13, 25.59, 7.91, 6.77]",5.69,16,277
"[1.77, 21.91, 6.65, 6.83]",4.87,17,277
"[3.21, 22.79, 5.91, 7.05]",5.63,18,277
"[2.59, 24.35, 7.57, 6.51]",5.53,19,277
"[5.21, 7.85, 0.43, 2.19]",81.92,0,278
"[3.11, 6.29, 0.91, 3.58]",74.15,1,278
"[4.67, 8.51, 0.19, 2.83]",85.61,2,278
"[2.85, 5.63, 0.75, 3.01]",69.38,3,278
"[6.42, 9.13, 0.58, 2.45]",90.82,4,278
"[3.58, 6.85, 0.82, 3.24]",76.51,5,278
"[5.93, 8.29, 0.35, 2.67]",88.15,6,278
"[2.49, 5.19, 0.91, 3.41]",66.82,7,278
"[4.21, 7.39, 0.48, 2.93]",82.59,8,278
"[6.85, 9.59, 0.69, 2.19]",94.28,9,278
"[3.92, 7.07, 0.63, 3.13]",79.85,10,278
"[5.49, 8.67, 0.29, 2.51]",86.39,11,278
"[2.97, 5.73, 0.85, 3.55]",71.13,12,278
"[4.83, 7.93, 0.51, 2.75]",84.92,13,278
"[6.29, 9.29, 0.76, 2.35]",92.51,14,278
"[3.25, 6.49, 0.94, 3.29]",73.59,15,278
"[5.75, 8.83, 0.41, 2.63]",89.29,16,278
"[2.63, 5.39, 0.78, 3.47]",68.29,17,278
"[4.39, 7.51, 0.55, 2.97]",83.13,18,278
"[6.59, 9.79, 0.84, 2.51]",95.85,19,278
"[150.22, 24.11, 750.0, 5.5]",3.21,0,279
"[180.0, 27.0, 550.0, 3.0]",3.75,1,279
"[120.0, 21.0, 650.0, 4.5]",2.89,2,279
"[140.0, 25.5, 600.0, 4.0]",3.42,3,279
"[160.0, 26.0, 700.0, 5.0]",3.93,4,279
"[130.0, 23.0, 580.0, 4.25]",3.14,5,279
"[110.0, 20.5, 620.0, 4.75]",2.67,6,279
"[170.0, 28.0, 520.0, 3.25]",4.10,7,279
"[145.0, 24.5, 630.0, 4.5]",3.58,8,279
"[125.0, 22.0, 590.0, 4.0]",2.98,9,279
"[155.0, 25.0, 680.0, 5.25]",3.83,10,279
"[135.0, 23.5, 610.0, 4.25]",3.34,11,279
"[165.0, 27.5, 560.0, 3.5]",4.24,12,279
"[105.0, 20.0, 640.0, 5.0]",2.45,13,279
"[140.0, 24.0, 570.0, 4.0]",3.29,14,279
"[120.0, 21.5, 660.0, 4.75]",3.04,15,279
"[150.0, 25.5, 690.0, 5.5]",3.95,16,279
"[130.0, 23.0, 580.0, 4.25]",3.17,17,279
"[160.0, 27.0, 530.0, 3.25]",4.15,18,279
"[145.0, 25.0, 620.0, 4.75]",3.69,19,279
"[115.0, 20.5, 650.0, 4.5]",2.73,20,279
"[45.21, 7.89, 2.13, 102.54]",213.12,0,281
"[67.85, 5.23, 3.45, 88.21]",342.19,1,281
"[32.11, 9.15, 1.98, 115.67]",185.42,2,281
"[59.47, 6.52, 2.78, 94.85]",265.95,3,281
"[41.93, 8.19, 2.35, 108.93]",228.51,4,281
"[53.69, 7.31, 2.91, 99.47]",243.81,5,281
"[36.84, 9.51, 2.04, 122.13]",202.19,6,281
"[62.35, 6.94, 3.12, 90.69]",284.25,7,281
"[44.67, 8.47, 2.59, 104.85]",236.92,8,281
"[51.29, 7.67, 2.82, 96.39]",252.51,9,281
"[38.52, 9.83, 2.17, 119.47]",215.93,10,281
"[65.13, 6.21, 3.51, 92.59]",308.43,11,281
"[42.95, 8.73, 2.41, 107.13]",241.19,12,281
"[56.41, 7.05, 2.99, 98.85]",262.79,13,281
"[39.18, 10.05, 2.29, 124.59]",223.51,14,281
"[60.99, 6.58, 3.23, 95.29]",293.95,15,281
"[46.39, 8.95, 2.63, 110.59]",249.39,16,281
"[49.51, 7.39, 2.94, 100.99]",258.51,17,281
"[43.71, 9.29, 2.51, 112.99]",245.29,18,281
"[58.15, 6.85, 3.04, 97.49]",280.49,19,281
"[34.21, 0.56, 0.81, 0.23]",145.98,0,282
"[27.89, 0.41, 0.95, 0.11]",132.11,1,282
"[30.14, 0.67, 0.75, 0.38]",140.25,2,282
"[25.61, 0.51, 0.83, 0.29]",128.43,3,282
"[31.95, 0.62, 0.91, 0.17]",143.81,4,282
"[29.37, 0.58, 0.79, 0.31]",136.52,5,282
"[33.48, 0.49, 0.87, 0.25]",142.15,6,282
"[26.83, 0.55, 0.93, 0.21]",130.79,7,282
"[32.69, 0.65, 0.85, 0.35]",141.38,8,282
"[24.19, 0.43, 0.89, 0.19]",124.99,9,282
"[36.02, 0.53, 0.81, 0.33]",147.53,10,282
"[28.51, 0.61, 0.97, 0.27]",135.16,11,282
"[35.14, 0.47, 0.83, 0.23]",145.29,12,282
"[23.87, 0.59, 0.91, 0.15]",122.69,13,282
"[31.42, 0.52, 0.79, 0.39]",139.92,14,282
"[29.93, 0.64, 0.95, 0.32]",138.29,15,282
"[34.85, 0.46, 0.87, 0.26]",144.81,16,282
"[27.13, 0.57, 0.93, 0.24]",132.69,17,282
"[30.67, 0.5, 0.85, 0.36]",137.15,18,282
"[25.39, 0.62, 0.97, 0.22]",129.43,19,282
"[0.41, 0.73, 0.28, 0.51]",0.62,0,285
"[0.91, 0.39, 0.85, 0.19]",0.81,1,285
"[0.13, 0.61, 0.46, 0.76]",0.42,2,285
"[0.67, 0.27, 0.93, 0.43]",0.71,3,285
"[0.59, 0.85, 0.11, 0.65]",0.67,4,285
"[0.21, 0.49, 0.72, 0.31]",0.51,5,285
"[0.75, 0.53, 0.62, 0.58]",0.77,6,285
"[0.31, 0.92, 0.44, 0.84]",0.64,7,285
