,feature_names,target_names,task_id
2440,"[' Angle', ' Inclination']","[' Slopes', ' Grades']",2440
2441,"[' Texture', ' Pattern']","[' Fabrics', ' Materials']",2441
2442,"[' Brightness', ' Contrast']","[' Illuminations', ' Shading']",2442
2443,"[' Hue', ' Saturation']","[' Colors', ' Tints']",2443
2444,"[' Length', ' Width']","[' Rectangles', ' Squares']",2444
2445,"[' Volume', ' Capacity']","[' Containers', ' Vessels']",2445
2446,"[' Material', ' Finish']","[' Surfaces', ' Textures']",2446
2447,"[' Speed', ' Velocity']","[' Motions', ' Trajectories']",2447
2448,"[' Temperature', ' Humidity']","[' Climates', ' Environments']",2448
2449,"[' Pitch', ' Timbre']","[' Tones', ' Harmonies']",2449
2450,"[' Radius', ' Thickness']","[' Circles', ' Ellipses']",2450
2451,"[' Luminance', ' Chroma']","[' Colors', ' Hues']",2451
2452,"[' Altitude', ' Latitude']","[' Elevations', ' Depressions']",2452
2453,"[' Smoothness', ' Roughness']","[' Finishes', ' Grains']",2453
2454,"[' Volume', ' Density']","[' Masses', ' Weights']",2454
2455,"[' Saturation', ' Value']","[' Colors', ' Shades']",2455
2456,"[' Width', ' Height']","[' Rectangles', ' Squares']",2456
2457,"[' Distance', ' Proximity']","[' Ranges', ' Zones']",2457
2458,"[' Transparency', ' Opacity']","[' Filters', ' Lenses']",2458
2459,"[' Speed', ' Acceleration']","[' Velocities', ' Forces']",2459
2460,"[' Temperature', ' Pressure']","[' Conditions', ' Environments']",2460
2461,"[' Roughness', ' Smoothness']","[' Surfaces', ' Finishes']",2461
2462,"[' Frequency', ' Wavelength']","[' Radios', ' Spectrums']",2462
2463,"[' Angle', ' Inclination']","[' Slopes', ' Grades']",2463
2464,"[' Texture', ' Pattern']","[' Fabrics', ' Materials']",2464
2465,"[' Brightness', ' Contrast']","[' Illuminations', ' Shading']",2465
2466,"[' Hue', ' Saturation']","[' Colors', ' Tints']",2466
2467,"[' Length', ' Width']","[' Rectangles', ' Squares']",2467
2468,"[' Volume', ' Capacity']","[' Containers', ' Vessels']",2468
2469,"[' Material', ' Finish']","[' Surfaces', ' Textures']",2469
2470,"[' Speed', ' Velocity']","[' Motions', ' Trajectories']",2470
2471,"[' Temperature', ' Humidity']","[' Climates', ' Environments']",2471
2472,"[' Pitch', ' Timbre']","[' Tones', ' Harmonies']",2472
2473,"[' Radius', ' Thickness']","[' Circles', ' Ellipses']",2473
2474,"[' Luminance', ' Chroma']","[' Colors', ' Hues']",2474
2475,"[' Altitude', ' Latitude']","[' Elevations', ' Depressions']",2475
2476,"[' Smoothness', ' Roughness']","[' Finishes', ' Grains']",2476
2477,"[' Volume', ' Density']","[' Masses', ' Weights']",2477
2478,"[' Saturation', ' Value']","[' Colors', ' Shades']",2478
2479,"[' Width', ' Height']","[' Rectangles', ' Squares']",2479
2480,"[' Distance', ' Proximity']","[' Ranges', ' Zones']",2480
2481,"[' Transparency', ' Opacity']","[' Filters', ' Lenses']",2481
2482,"[' Speed', ' Acceleration']","[' Velocities', ' Forces']",2482
2483,"[' Temperature', ' Pressure']","[' Conditions', ' Environments']",2483
2484,"[' Roughness', ' Smoothness']","[' Surfaces', ' Finishes']",2484
2485,"[' Frequency', ' Wavelength']","[' Radios', ' Spectrums']",2485
2486,"[' Angle', ' Inclination']","[' Slopes', ' Grades']",2486
2487,"[' Texture', ' Pattern']","[' Fabrics', ' Materials']",2487
2488,"[' Brightness', ' Contrast']","[' Illuminations', ' Shading']",2488
2489,"[' Hue', ' Saturation']","[' Colors', ' Tints']",2489
2490,"[' Length', ' Width']","[' Rectangles', ' Squares']",2490
2491,"[' Shape', ' Color']","[' Creature', ' Object']",2491
2492,"[' Size', ' Orientation']","[' Animal', ' Vehicle']",2492
2493,"[' Texture', ' Pattern']","[' Fruit', ' Furniture']",2493
2494,"[' Weight', ' Material']","[' Sport', ' Instrument']",2494
2495,"[' Length', ' Width']","[' Insect', ' Appliance']",2495
2496,"[' Hue', ' Saturation']","[' Flower', ' Building']",2496
2497,"[' Speed', ' Direction']","[' Bird', ' Machine']",2497
2498,"[' Transparency', ' Refractive Index']","[' Liquid', ' Solid']",2498
2499,"[' Temperature', ' Humidity']","[' Climate', ' Weather']",2499
2500,"[' Volume', ' Pitch']","[' Musical Instrument', ' Vehicle Horn']",2500
2501,"[' Brightness', ' Contrast']","[' Day', ' Night']",2501
2502,"[' Smell', ' Taste']","[' Spice', ' Herb']",2502
2503,"[' Age', ' Size']","[' Mammal', ' Reptile']",2503
2504,"[' Complexity', ' Symmetry']","[' Art', ' Architecture']",2504
2505,"[' Frequency', ' Amplitude']","[' Sound', ' Music']",2505
2506,"[' Density', ' Buoyancy']","[' Metal', ' Wood']",2506
2507,"[' Roughness', ' Smoothness']","[' Stone', ' Fabric']",2507
2508,"[' Angle', ' Curvature']","[' Bone', ' Shell']",2508
2509,"[' Transparency', ' Opacity']","[' Gas', ' Liquid']",2509
2510,"[' Saltiness', ' Sweetness']","[' Snack', ' Meal']",2510
2511,"[' Freshness', ' Staleness']","[' Fruit', ' Bread']",2511
2512,"[' Loudness', ' Softness']","[' Animal', ' Music']",2512
2513,"[' Hotness', ' Coldness']","[' Climate', ' Weather']",2513
2514,"[' Oldness', ' Newness']","[' Antique', ' Modern']",2514
2515,"[' Heaviness', ' Lightness']","[' Metal', ' Feather']",2515
2516,"[' Bitterness', ' Sourness']","[' Medicine', ' Food']",2516
2517,"[' Roughness', ' Smoothness']","[' Rock', ' Sand']",2517
2518,"[' Straightness', ' Curviness']","[' Road', ' Path']",2518
2519,"[' Width', ' Narrowness']","[' River', ' Stream']",2519
2520,"[' Softness', ' Hardness']","[' Pillow', ' Rock']",2520
2521,"[' Lightness', ' Darkness']","[' Day', ' Night']",2521
2522,"[' Clarity', ' Fuzziness']","[' Image', ' Painting']",2522
2523,"[' Highness', ' Lowness']","[' Mountain', ' Valley']",2523
2524,"[' Oldness', ' Youth']","[' Tree', ' Sapling']",2524
2525,"[' Brightness', ' Dimness']","[' Light', ' Shadow']",2525
2526,"[' Speed', ' Slowness']","[' Car', ' Bike']",2526
2527,"[' Loudness', ' Quietness']","[' Music', ' Silence']",2527
2528,"[' Saltiness', ' Freshness']","[' Ocean', ' River']",2528
2529,"[' Coldness', ' Warmth']","[' Winter', ' Summer']",2529
2530,"[' Heaviness', ' Lightness']","[' Weight', ' Feather']",2530
2531,"[' Hardness', ' Softness']","[' Rock', ' Pillow']",2531
2532,"[' Bitterness', ' Sweetness']","[' Coffee', ' Candy']",2532
2533,"[' Straightness', ' Curviness']","[' Line', ' Curve']",2533
2534,"[' Narrowness', ' Width']","[' Alley', ' Highway']",2534
2535,"[' Oldness', ' Newness']","[' Book', ' Newspaper']",2535
2536,"[' Freshness', ' Staleness']","[' Flower', ' Fruit']",2536
2537,"[' Loudness', ' Softness']","[' Scream', ' Whisper']",2537
2538,"[' Hotness', ' Coldness']","[' Fire', ' Ice']",2538
2539,"[' Brightness', ' Dimness']","[' Sun', ' Moon']",2539
2540,"[' Highness', ' Lowness']","[' Cloud', ' Mountain']",2540
2541,"[' Speed', ' Slowness']","[' Plane', ' Bike']",2541
2542,"[' Smell', ' Taste']","[' Perfume', ' Food']",2542
2543,"[' Transparency', ' Opacity']","[' Glass', ' Wall']",2543
2544,"[' Density', ' Buoyancy']","[' Metal', ' Wood']",2544
2545,"[' Angle', ' Curvature']","[' Roof', ' Dome']",2545
2546,"[' Roughness', ' Smoothness']","[' Rock', ' Sand']",2546
2547,"[' Clarity', ' Fuzziness']","[' Photo', ' Painting']",2547
2548,"[' Width', ' Narrowness']","[' River', ' Stream']",2548
2549,"[' Softness', ' Hardness']","[' Pillow', ' Rock']",2549
2550,"[' Lightness', ' Darkness']","[' Day', ' Night']",2550
2551,"[' Oldness', ' Youth']","[' Tree', ' Sapling']",2551
2552,"[' Brightness', ' Dimness']","[' Light', ' Shadow']",2552
2553,"[' Speed', ' Slowness']","[' Car', ' Bike']",2553
2554,"[' Loudness', ' Quietness']","[' Music', ' Silence']",2554
2555,"[' Saltiness', ' Freshness']","[' Ocean', ' River']",2555
2556,"[' Coldness', ' Warmth']","[' Winter', ' Summer']",2556
2557,"[' Heaviness', ' Lightness']","[' Weight', ' Feather']",2557
2558,"[' Hardness', ' Softness']","[' Rock', ' Pillow']",2558
2559,"[' Bitterness', ' Sweetness']","[' Coffee', ' Candy']",2559
2560,"[' Straightness', ' Curviness']","[' Line', ' Curve']",2560
2561,"[' Narrowness', ' Width']","[' Alley', ' Highway']",2561
2562,"[' Oldness', ' Newness']","[' Book', ' Newspaper']",2562
2563,"[' Freshness', ' Staleness']","[' Flower', ' Fruit']",2563
2564,"[' Loudness', ' Softness']","[' Scream', ' Whisper']",2564
2565,"[' Hotness', ' Coldness']","[' Fire', ' Ice']",2565
2566,"[' Brightness', ' Dimness']","[' Sun', ' Moon']",2566
2567,"[' Highness', ' Lowness']","[' Cloud', ' Mountain']",2567
2568,"[' Speed', ' Slowness']","[' Plane', ' Bike']",2568
2569,"[' Smell', ' Taste']","[' Perfume', ' Food']",2569
2570,"[' Transparency', ' Opacity']","[' Glass', ' Wall']",2570
2571,"[' Density', ' Buoyancy']","[' Metal', ' Wood']",2571
2572,"[' Angle', ' Curvature']","[' Roof', ' Dome']",2572
2573,"[' Roughness', ' Smoothness']","[' Rock', ' Sand']",2573
2574,"[' Clarity', ' Fuzziness']","[' Photo', ' Painting']",2574
2575,"[' Width', ' Narrowness']","[' River', ' Stream']",2575
2576,"[' Softness', ' Hardness']","[' Pillow', ' Rock']",2576
2577,"[' Lightness', ' Darkness']","[' Day', ' Night']",2577
2578,"[' Oldness', ' Youth']","[' Tree', ' Sapling']",2578
2579,"[' Brightness', ' Dimness']","[' Light', ' Shadow']",2579
2580,"[' Speed', ' Slowness']","[' Car', ' Bike']",2580
2581,"[' Loudness', ' Quietness']","[' Music', ' Silence']",2581
2582,"[' Saltiness', ' Freshness']","[' Ocean', ' River']",2582
2583,"[' Coldness', ' Warmth']","[' Winter', ' Summer']",2583
2584,"[' Heaviness', ' Lightness']","[' Weight', ' Feather']",2584
2585,"[' Hardness', ' Softness']","[' Rock', ' Pillow']",2585
2586,"[' Bitterness', ' Sweetness']","[' Coffee', ' Candy']",2586
2587,"[' Straightness', ' Curviness']","[' Line', ' Curve']",2587
2588,"[' Narrowness', ' Width']","[' Alley', ' Highway']",2588
2589,"[' Oldness', ' Newness']","[' Book', ' Newspaper']",2589
2590,"[' Shape', ' Texture']","[' Bugs', ' Rocks']",2590
2591,"[' Hue', ' Saturation']","[' Fruits', ' Vegetables']",2591
2592,"[' Size', ' Angle']","[' Animals', ' Vehicles']",2592
2593,"[' Brightness', ' Contrast']","[' Day', ' Night']",2593
2594,"[' Orientation', ' Curvature']","[' Tools', ' Furniture']",2594
2595,"[' Color', ' Pattern']","[' Flowers', ' Trees']",2595
2596,"[' Width', ' Height']","[' Buildings', ' Bridges']",2596
2597,"[' Speed', ' Direction']","[' Cars', ' Bikes']",2597
2598,"[' Loudness', ' Pitch']","[' Animals', ' Machines']",2598
2599,"[' Transparency', ' Reflectance']","[' Glass', ' Metal']",2599
2600,"[' Frequency', ' Amplitude']","[' Sounds', ' Music']",2600
2601,"[' Radius', ' Circumference']","[' Coins', ' Tokens']",2601
2602,"[' Material', ' Weight']","[' Wood', ' Stone']",2602
2603,"[' Edges', ' Corners']","[' Boxes', ' Spheres']",2603
2604,"[' Temperature', ' Humidity']","[' Weather', ' Climate']",2604
2605,"[' Grain', ' Texture']","[' Fabrics', ' Papers']",2605
2606,"[' Age', ' Experience']","[' Adults', ' Children']",2606
2607,"[' Distance', ' Proximity']","[' Near', ' Far']",2607
2608,"[' Lightness', ' Darkness']","[' Shadows', ' Highlights']",2608
2609,"[' Flavor', ' Aroma']","[' Fruits', ' Spices']",2609
2610,"[' Height', ' Width']","[' People', ' Objects']",2610
2611,"[' Speed', ' Acceleration']","[' Sports', ' Cars']",2611
2612,"[' Brightness', ' Contrast']","[' Lights', ' Shadows']",2612
2613,"[' Orientation', ' Angle']","[' Maps', ' Compasses']",2613
2614,"[' Texture', ' Softness']","[' Fabrics', ' Toys']",2614
2615,"[' Hue', ' Saturation']","[' Paints', ' Colors']",2615
2616,"[' Weight', ' Volume']","[' Objects', ' Liquids']",2616
2617,"[' Time', ' Duration']","[' Events', ' Activities']",2617
2618,"[' Frequency', ' Wavelength']","[' Sounds', ' Radios']",2618
2619,"[' Shape', ' Form']","[' Animals', ' Objects']",2619
2620,"[' Size', ' Scale']","[' Maps', ' Globes']",2620
2621,"[' Distance', ' Proximity']","[' Friends', ' Strangers']",2621
2622,"[' Age', ' Generation']","[' Old', ' Young']",2622
2623,"[' Material', ' Composition']","[' Metals', ' Plastics']",2623
2624,"[' Transparency', ' Opacity']","[' Windows', ' Mirrors']",2624
2625,"[' Brightness', ' Luminance']","[' Lights', ' Displays']",2625
2626,"[' Speed', ' Velocity']","[' Cars', ' Planes']",2626
2627,"[' Hue', ' Chroma']","[' Colors', ' Pigments']",2627
2628,"[' Texture', ' Roughness']","[' Rocks', ' Metals']",2628
2629,"[' Angle', ' Orientation']","[' Slopes', ' Hills']",2629
2630,"[' Weight', ' Mass']","[' Objects', ' Weights']",2630
2631,"[' Time', ' Era']","[' Past', ' Future']",2631
2632,"[' Frequency', ' Pitch']","[' Sounds', ' Music']",2632
2633,"[' Shape', ' Contour']","[' Animals', ' Shapes']",2633
2634,"[' Size', ' Magnitude']","[' Stars', ' Planets']",2634
2635,"[' Distance', ' Range']","[' Targets', ' Missiles']",2635
2636,"[' Age', ' Maturity']","[' Children', ' Adults']",2636
2637,"[' Material', ' Density']","[' Solids', ' Liquids']",2637
2638,"[' Transparency', ' Reflectance']","[' Glass', ' Water']",2638
2639,"[' Brightness', ' Contrast']","[' Daylight', ' Nightlight']",2639
2640,"[' Hue', ' Saturation']","[' Colors', ' Hues']",2640
2641,"[' Texture', ' Smoothness']","[' Fabrics', ' Papers']",2641
2642,"[' Angle', ' Inclination']","[' Slopes', ' Mountains']",2642
2643,"[' Weight', ' Volume']","[' Containers', ' Packages']",2643
2644,"[' Time', ' Duration']","[' Tasks', ' Projects']",2644
2645,"[' Frequency', ' Amplitude']","[' Waves', ' Vibrations']",2645
2646,"[' Shape', ' Form']","[' Objects', ' Shapes']",2646
2647,"[' Size', ' Scale']","[' Maps', ' Atlases']",2647
2648,"[' Distance', ' Proximity']","[' Neighbors', ' Strangers']",2648
2649,"[' Age', ' Experience']","[' Experts', ' Novices']",2649
2650,"[' Material', ' Composition']","[' Woods', ' Metals']",2650
2651,"[' Transparency', ' Opacity']","[' Windows', ' Doors']",2651
2652,"[' Brightness', ' Luminance']","[' Displays', ' Screens']",2652
2653,"[' Speed', ' Velocity']","[' Bikes', ' Cars']",2653
2654,"[' Hue', ' Chroma']","[' Paints', ' Colors']",2654
2655,"[' Texture', ' Roughness']","[' Rocks', ' Sand']",2655
2656,"[' Angle', ' Orientation']","[' Compasses', ' Maps']",2656
2657,"[' Weight', ' Mass']","[' Weights', ' Measures']",2657
2658,"[' Time', ' Era']","[' History', ' Future']",2658
2659,"[' Frequency', ' Pitch']","[' Music', ' Instruments']",2659
2660,"[' Shape', ' Contour']","[' Animals', ' Forms']",2660
2661,"[' Size', ' Magnitude']","[' Planets', ' Stars']",2661
2662,"[' Distance', ' Range']","[' Targets', ' Goals']",2662
2663,"[' Age', ' Maturity']","[' Teenagers', ' Adults']",2663
2664,"[' Material', ' Density']","[' Solids', ' Gases']",2664
2665,"[' Transparency', ' Reflectance']","[' Glass', ' Mirrors']",2665
2666,"[' Brightness', ' Contrast']","[' Lights', ' Shadows']",2666
2667,"[' Hue', ' Saturation']","[' Colors', ' Tints']",2667
2668,"[' Texture', ' Smoothness']","[' Fabrics', ' Skins']",2668
2669,"[' Angle', ' Inclination']","[' Slopes', ' Hills']",2669
2670,"[' Weight', ' Volume']","[' Containers', ' Boxes']",2670
2671,"[' Time', ' Duration']","[' Tasks', ' Timetables']",2671
2672,"[' Frequency', ' Amplitude']","[' Sounds', ' Noises']",2672
2673,"[' Shape', ' Form']","[' Objects', ' Figures']",2673
2674,"[' Size', ' Scale']","[' Maps', ' Globes']",2674
2675,"[' Distance', ' Proximity']","[' Friends', ' Family']",2675
2676,"[' Age', ' Experience']","[' Experts', ' Beginners']",2676
2677,"[' Material', ' Composition']","[' Metals', ' Alloys']",2677
2678,"[' Transparency', ' Opacity']","[' Windows', ' Walls']",2678
2679,"[' Brightness', ' Luminance']","[' Displays', ' Monitors']",2679
2680,"[' Speed', ' Velocity']","[' Cars', ' Motorcycles']",2680
2681,"[' Hue', ' Chroma']","[' Paints', ' Dyes']",2681
2682,"[' Texture', ' Roughness']","[' Rocks', ' Boulders']",2682
2683,"[' Angle', ' Orientation']","[' Compasses', ' Navigation']",2683
2684,"[' Weight', ' Mass']","[' Weights', ' Measures']",2684
2685,"[' Time', ' Era']","[' Past', ' Present']",2685
2686,"[' Frequency', ' Pitch']","[' Music', ' Instruments']",2686
2687,"[' Shape', ' Contour']","[' Animals', ' Forms']",2687
2688,"[' Size', ' Magnitude']","[' Stars', ' Galaxies']",2688
2689,"[' Color', ' Shape']","[' Fruits', ' Vegetables']",2689
2690,"[' Size', ' Texture']","[' Rocks', ' Minerals']",2690
2691,"[' Pitch', ' Timbre']","[' Birds', ' Insects']",2691
2692,"[' Hue', ' Saturation']","[' Flowers', ' Trees']",2692
2693,"[' Length', ' Width']","[' Fish', ' Reptiles']",2693
2694,"[' Material', ' Function']","[' Tools', ' Utensils']",2694
2695,"[' Loudness', ' Rhythm']","[' Music', ' Noise']",2695
2696,"[' Brightness', ' Contrast']","[' Day', ' Night']",2696
2697,"[' Speed', ' Agility']","[' Mammals', ' Birds']",2697
2698,"[' Smell', ' Taste']","[' Fruits', ' Herbs']",2698
2699,"[' Orientation', ' Symmetry']","[' Animals', ' Vehicles']",2699
2700,"[' Frequency', ' Amplitude']","[' Waves', ' Vibrations']",2700
2701,"[' Height', ' Weight']","[' Buildings', ' Landmarks']",2701
2702,"[' Transparency', ' Reflectivity']","[' Glass', ' Metal']",2702
2703,"[' Pattern', ' Color']","[' Butterflies', ' Moths']",2703
2704,"[' Softness', ' Firmness']","[' Fabrics', ' Materials']",2704
2705,"[' Distance', ' Proximity']","[' Cities', ' Landmarks']",2705
2706,"[' Brightness', ' Saturation']","[' Lights', ' Shadows']",2706
2707,"[' Speed', ' Acceleration']","[' Cars', ' Bikes']",2707
2708,"[' Smoothness', ' Roughness']","[' Surfaces', ' Textures']",2708
2709,"[' Shape', ' Color']","[' Fruits', ' Vegetables']",2709
2710,"[' Temperature', ' Humidity']","[' Weather', ' Climate']",2710
2711,"[' Size', ' Scale']","[' Animals', ' Objects']",2711
2712,"[' Hue', ' Chroma']","[' Paints', ' Inks']",2712
2713,"[' Clarity', ' Distortion']","[' Images', ' Reflections']",2713
2714,"[' Volume', ' Mass']","[' Liquids', ' Solids']",2714
2715,"[' Pitch', ' Tone']","[' Voices', ' Instruments']",2715
2716,"[' Width', ' Height']","[' Doors', ' Windows']",2716
2717,"[' Material', ' Texture']","[' Furniture', ' Decor']",2717
2718,"[' Speed', ' Direction']","[' Winds', ' Currents']",2718
2719,"[' Smell', ' Aroma']","[' Foods', ' Drinks']",2719
2720,"[' Brightness', ' Contrast']","[' Daytime', ' Nighttime']",2720
2721,"[' Frequency', ' Period']","[' Waves', ' Cycles']",2721
2722,"[' Distance', ' Range']","[' Mountains', ' Valleys']",2722
2723,"[' Pattern', ' Shape']","[' Animals', ' Plants']",2723
2724,"[' Softness', ' Firmness']","[' Tissues', ' Fabrics']",2724
2725,"[' Size', ' Proportion']","[' Buildings', ' Bridges']",2725
2726,"[' Transparency', ' Opacity']","[' Glass', ' Wood']",2726
2727,"[' Hue', ' Saturation']","[' Colors', ' Hues']",2727
2728,"[' Loudness', ' Clarity']","[' Sounds', ' Noises']",2728
2729,"[' Temperature', ' Heat']","[' Weather', ' Climate']",2729
2730,"[' Shape', ' Form']","[' Animals', ' Objects']",2730
2731,"[' Size', ' Scale']","[' Landmarks', ' Monuments']",2731
2732,"[' Smell', ' Odor']","[' Fruits', ' Vegetables']",2732
2733,"[' Brightness', ' Intensity']","[' Lights', ' Lasers']",2733
2734,"[' Speed', ' Velocity']","[' Cars', ' Airplanes']",2734
2735,"[' Material', ' Composition']","[' Rocks', ' Minerals']",2735
2736,"[' Pattern', ' Design']","[' Fabrics', ' Textiles']",2736
2737,"[' Hue', ' Tint']","[' Colors', ' Shades']",2737
2738,"[' Volume', ' Capacity']","[' Containers', ' Vessels']",2738
2739,"[' Temperature', ' Cold']","[' Weather', ' Climate']",2739
2740,"[' Size', ' Magnitude']","[' Objects', ' Events']",2740
2741,"[' Smell', ' Fragrance']","[' Perfumes', ' Colognes']",2741
2742,"[' Brightness', ' Illumination']","[' Day', ' Night']",2742
2743,"[' Speed', ' Acceleration']","[' Bikes', ' Cars']",2743
2744,"[' Material', ' Substance']","[' Woods', ' Metals']",2744
2745,"[' Pattern', ' Structure']","[' Animals', ' Plants']",2745
2746,"[' Softness', ' Gentleness']","[' Fabrics', ' Tissues']",2746
2747,"[' Size', ' Proportion']","[' Animals', ' Humans']",2747
2748,"[' Transparency', ' Clarity']","[' Glass', ' Water']",2748
2749,"[' Hue', ' Color']","[' Fruits', ' Vegetables']",2749
2750,"[' Loudness', ' Volume']","[' Sounds', ' Music']",2750
2751,"[' Temperature', ' Heat']","[' Fire', ' Ice']",2751
2752,"[' Shape', ' Form']","[' Buildings', ' Bridges']",2752
2753,"[' Size', ' Scale']","[' Mountains', ' Hills']",2753
2754,"[' Smell', ' Aroma']","[' Spices', ' Herbs']",2754
2755,"[' Brightness', ' Radiance']","[' Stars', ' Planets']",2755
2756,"[' Speed', ' Velocity']","[' Planes', ' Trains']",2756
2757,"[' Material', ' Composition']","[' Rocks', ' Soil']",2757
2758,"[' Pattern', ' Design']","[' Fabrics', ' Carpets']",2758
2759,"[' Hue', ' Tint']","[' Colors', ' Dyes']",2759
2760,"[' Volume', ' Capacity']","[' Tanks', ' Containers']",2760
2761,"[' Temperature', ' Cold']","[' Weather', ' Seasons']",2761
2762,"[' Size', ' Magnitude']","[' Events', ' Disasters']",2762
2763,"[' Smell', ' Odor']","[' Animals', ' Humans']",2763
2764,"[' Brightness', ' Intensity']","[' Lights', ' LEDs']",2764
2765,"[' Speed', ' Acceleration']","[' Cars', ' Motorcycles']",2765
2766,"[' Material', ' Substance']","[' Metals', ' Alloys']",2766
2767,"[' Pattern', ' Structure']","[' Cells', ' Organisms']",2767
2768,"[' Softness', ' Gentleness']","[' Fabrics', ' Leather']",2768
2769,"[' Size', ' Proportion']","[' Buildings', ' Towers']",2769
2770,"[' Transparency', ' Clarity']","[' Glass', ' Mirrors']",2770
2771,"[' Hue', ' Color']","[' Paints', ' Inks']",2771
2772,"[' Loudness', ' Volume']","[' Music', ' Noise']",2772
2773,"[' Temperature', ' Heat']","[' Fire', ' Flames']",2773
2774,"[' Shape', ' Form']","[' Animals', ' Robots']",2774
2775,"[' Size', ' Scale']","[' Mountains', ' Valleys']",2775
2776,"[' Smell', ' Fragrance']","[' Perfumes', ' Colognes']",2776
2777,"[' Brightness', ' Radiance']","[' Suns', ' Stars']",2777
2778,"[' Speed', ' Velocity']","[' Bikes', ' Skateboards']",2778
2779,"[' Material', ' Composition']","[' Rocks', ' Minerals']",2779
2780,"[' Pattern', ' Design']","[' Fabrics', ' Textiles']",2780
2781,"[' Hue', ' Tint']","[' Colors', ' Shades']",2781
2782,"[' Volume', ' Capacity']","[' Containers', ' Vessels']",2782
2783,"[' Temperature', ' Cold']","[' Weather', ' Climate']",2783
2784,"[' Size', ' Magnitude']","[' Objects', ' Events']",2784
2785,"[' Smell', ' Odor']","[' Fruits', ' Vegetables']",2785
2786,"[' Brightness', ' Illumination']","[' Day', ' Night']",2786
2787,"[' Speed', ' Acceleration']","[' Cars', ' Airplanes']",2787
2788,"[' Shape', ' Size']","[' Bugs', ' Beasts']",2788
2789,"[' Color', ' Pattern']","[' Fruits', ' Vegetables']",2789
2790,"[' Length', ' Width']","[' Reptiles', ' Mammals']",2790
2791,"[' Hue', ' Saturation']","[' Flowers', ' Trees']",2791
2792,"[' Orientation', ' Curvature']","[' Birds', ' Fish']",2792
2793,"[' Speed', ' Agility']","[' Cars', ' Motorcycles']",2793
2794,"[' Brightness', ' Contrast']","[' Clouds', ' Mountains']",2794
2795,"[' Material', ' Texture']","[' Furniture', ' Appliances']",2795
2796,"[' Angle', ' Proportion']","[' Buildings', ' Bridges']",2796
2797,"[' Temperature', ' Humidity']","[' Deserts', ' Oceans']",2797
2798,"[' Pitch', ' Timbre']","[' Instruments', ' Voices']",2798
2799,"[' Frequency', ' Amplitude']","[' Waves', ' Ripples']",2799
2800,"[' Saturation', ' Lightness']","[' Spices', ' Herbs']",2800
2801,"[' Straightness', ' Curviness']","[' Roads', ' Rivers']",2801
2802,"[' Flavor', ' Aroma']","[' Sweets', ' Savories']",2802
2803,"[' Loudness', ' Clarity']","[' Drums', ' Strings']",2803
2804,"[' Age', ' Experience']","[' Students', ' Teachers']",2804
2805,"[' Altitude', ' Longitude']","[' Cities', ' Landmarks']",2805
2806,"[' Density', ' Porosity']","[' Rocks', ' Minerals']",2806
2807,"[' Rhythm', ' Melody']","[' Jazz', ' Classical']",2807
2808,"[' Distance', ' Proximity']","[' Friends', ' Strangers']",2808
2809,"[' Transparency', ' Opacity']","[' Windows', ' Mirrors']",2809
2810,"[' Height', ' Depth']","[' Valleys', ' Peaks']",2810
2811,"[' Smoothness', ' Roughness']","[' Fabrics', ' Papers']",2811
2812,"[' Speed', ' Acceleration']","[' Bicycles', ' Cars']",2812
2813,"[' Freshness', ' Staleness']","[' Fruits', ' Vegetables']",2813
2814,"[' Volume', ' Intensity']","[' Speakers', ' Headphones']",2814
2815,"[' Brightness', ' Darkness']","[' Stars', ' Planets']",2815
2816,"[' Warmth', ' Coolness']","[' Drinks', ' Foods']",2816
2817,"[' Complexity', ' Simplicity']","[' Algorithms', ' Formulas']",2817
2818,"[' Width', ' Height']","[' Doors', ' Windows']",2818
2819,"[' Lightness', ' Darkness']","[' Day', ' Night']",2819
2820,"[' Straightness', ' Curviness']","[' Arrows', ' Circles']",2820
2821,"[' Frequency', ' Wavelength']","[' Radios', ' Televisions']",2821
2822,"[' Softness', ' Hardness']","[' Pillows', ' Chairs']",2822
2823,"[' Salinity', ' Freshness']","[' Oceans', ' Lakes']",2823
2824,"[' Hue', ' Saturation']","[' Paints', ' Dyes']",2824
2825,"[' Size', ' Shape']","[' Animals', ' Vehicles']",2825
2826,"[' Angle', ' Orientation']","[' Corners', ' Edges']",2826
2827,"[' Transparency', ' Opacity']","[' Glass', ' Metal']",2827
2828,"[' Speed', ' Velocity']","[' Runners', ' Cyclists']",2828
2829,"[' Flavor', ' Texture']","[' Snacks', ' Meals']",2829
2830,"[' Loudness', ' Softness']","[' Drums', ' Pianos']",2830
2831,"[' Brightness', ' Dimness']","[' Lamps', ' Candles']",2831
2832,"[' Width', ' Length']","[' Roads', ' Highways']",2832
2833,"[' Frequency', ' Pitch']","[' Sirens', ' Alarms']",2833
2834,"[' Smoothness', ' Roughness']","[' Roads', ' Trails']",2834
2835,"[' Height', ' Depth']","[' Mountains', ' Valleys']",2835
2836,"[' Saturation', ' Hue']","[' Colors', ' Tints']",2836
2837,"[' Volume', ' Capacity']","[' Buckets', ' Tanks']",2837
2838,"[' Warmth', ' Coolness']","[' Fires', ' Ice']",2838
2839,"[' Straightness', ' Curviness']","[' Lines', ' Curves']",2839
2840,"[' Age', ' Experience']","[' Seniors', ' Juniors']",2840
2841,"[' Distance', ' Proximity']","[' Neighbors', ' Strangers']",2841
