,participant,task,x,y,num_points,scale,source,type
6969,20,13,0.25815,0.34522,24,2,1,train
6970,20,13,0.28533,0.36633,24,2,1,train
6971,20,13,0.3125,0.15378,24,2,1,train
6972,20,14,-0.33333,-0.33518,6,2,3,train
6973,20,14,-0.2,-0.17481,6,2,3,train
6974,20,14,-0.066667,-0.13308,6,2,3,train
6975,20,14,0.066667,-0.24764,6,2,3,train
6976,20,14,0.2,-0.0066167,6,2,3,train
6977,20,14,0.33333,0.37017,6,2,3,train
6978,20,15,-0.8,-0.316,24,1,2,train
6979,20,15,-0.73044,0.13204,24,1,2,train
6980,20,15,-0.66086,0.16357,24,1,2,train
6981,20,15,-0.5913,0.26261,24,1,2,train
6982,20,15,-0.52174,0.50691,24,1,2,train
6983,20,15,-0.45218,0.56942,24,1,2,train
6984,20,15,-0.3826,0.55324,24,1,2,train
6985,20,15,-0.31304,0.71044,24,1,2,train
6986,20,15,-0.24348,0.38009,24,1,2,train
6987,20,15,-0.17391,0.45142,24,1,2,train
6988,20,15,-0.10435,0.52492,24,1,2,train
6989,20,15,-0.034782,0.77134,24,1,2,train
6990,20,15,0.034782,0.61054,24,1,2,train
6991,20,15,0.10435,0.56378,24,1,2,train
6992,20,15,0.17391,0.55391,24,1,2,train
6993,20,15,0.24348,0.46087,24,1,2,train
6994,20,15,0.31304,0.38339,24,1,2,train
6995,20,15,0.3826,0.35945,24,1,2,train
6996,20,15,0.45218,0.11094,24,1,2,train
6997,20,15,0.52174,0.092912,24,1,2,train
6998,20,15,0.5913,-0.16487,24,1,2,train
6999,20,15,0.66086,-0.72825,24,1,2,train
7000,20,15,0.73044,-0.33606,24,1,2,train
7001,20,15,0.8,-0.48506,24,1,2,train
7002,20,16,-0.8,-0.79276,24,1,3,train
7003,20,16,-0.73044,-0.46131,24,1,3,train
7004,20,16,-0.66088,-0.42603,24,1,3,train
7005,20,16,-0.59132,-0.29673,24,1,3,train
7006,20,16,-0.52172,-0.29367,24,1,3,train
7007,20,16,-0.45216,-0.12556,24,1,3,train
7008,20,16,-0.38261,-0.15039,24,1,3,train
7009,20,16,-0.31304,-0.38173,24,1,3,train
7010,20,16,-0.24348,-0.23529,24,1,3,train
7011,20,16,-0.17391,-0.0784,24,1,3,train
7012,20,16,-0.10435,0.06613,24,1,3,train
7013,20,16,-0.034783,-0.067627,24,1,3,train
7014,20,16,0.034783,-0.073205,24,1,3,train
7015,20,16,0.10435,-0.348,24,1,3,train
7016,20,16,0.17391,-0.072059,24,1,3,train
7017,20,16,0.24348,-0.033362,24,1,3,train
7018,20,16,0.31304,0.13695,24,1,3,train
7019,20,16,0.38261,-0.062508,24,1,3,train
7020,20,16,0.45216,-0.22665,24,1,3,train
7021,20,16,0.52172,0.14322,24,1,3,train
7022,20,16,0.59132,0.12759,24,1,3,train
7023,20,16,0.66088,0.11899,24,1,3,train
7024,20,16,0.73044,0.73573,24,1,3,train
7025,20,16,0.8,0.58903,24,1,3,train
7026,20,17,-0.26667,0.33744,24,2,3,train
7027,20,17,-0.24348,0.33428,24,2,3,train
7028,20,17,-0.22029,0.16676,24,2,3,train
7029,20,17,-0.19711,0.18849,24,2,3,train
7030,20,17,-0.17391,0.18235,24,2,3,train
7031,20,17,-0.15072,-0.057719,24,2,3,train
7032,20,17,-0.12754,-0.18853,24,2,3,train
7033,20,17,-0.10435,-0.0043088,24,2,3,train
7034,20,17,-0.08116,-0.060726,24,2,3,train
7035,20,17,-0.057971,-0.021305,24,2,3,train
7036,20,17,-0.034783,-0.14511,24,2,3,train
7037,20,17,-0.011594,-0.09164,24,2,3,train
7038,20,17,0.011594,-0.18944,24,2,3,train
7039,20,17,0.034783,-0.036435,24,2,3,train
7040,20,17,0.057971,-0.13733,24,2,3,train
7041,20,17,0.08116,-0.10109,24,2,3,train
7042,20,17,0.10435,-0.0035228,24,2,3,train
7043,20,17,0.12754,-0.15872,24,2,3,train
7044,20,17,0.15072,-0.081632,24,2,3,train
7045,20,17,0.17391,-0.30276,24,2,3,train
7046,20,17,0.19711,-0.1176,24,2,3,train
7047,20,17,0.22029,-0.1313,24,2,3,train
7048,20,17,0.24348,-0.26274,24,2,3,train
7049,20,17,0.26667,-0.23184,24,2,3,train
7050,20,18,-0.26667,-0.45126,24,2,3,train
7051,20,18,-0.24348,-0.26259,24,2,3,train
7052,20,18,-0.22029,-0.24251,24,2,3,train
7053,20,18,-0.19711,-0.16891,24,2,3,train
7054,20,18,-0.17391,-0.16717,24,2,3,train
7055,20,18,-0.15072,-0.071472,24,2,3,train
7056,20,18,-0.12754,-0.085609,24,2,3,train
7057,20,18,-0.10435,-0.21729,24,2,3,train
7058,20,18,-0.08116,-0.13394,24,2,3,train
7059,20,18,-0.057971,-0.044628,24,2,3,train
7060,20,18,-0.034783,0.037643,24,2,3,train
7061,20,18,-0.011594,-0.038495,24,2,3,train
7062,20,18,0.011594,-0.041671,24,2,3,train
7063,20,18,0.034783,-0.19809,24,2,3,train
7064,20,18,0.057971,-0.041018,24,2,3,train
7065,20,18,0.08116,-0.018991,24,2,3,train
7066,20,18,0.10435,0.077957,24,2,3,train
7067,20,18,0.12754,-0.035582,24,2,3,train
7068,20,18,0.15072,-0.12902,24,2,3,train
7069,20,18,0.17391,0.081523,24,2,3,train
7070,20,18,0.19711,0.072628,24,2,3,train
7071,20,18,0.22029,0.067735,24,2,3,train
7072,20,18,0.24348,0.4188,24,2,3,train
7073,20,18,0.26667,0.33529,24,2,3,train
7074,20,19,-0.28571,0.43311,24,2,1,train
7075,20,19,-0.26087,0.26145,24,2,1,train
7076,20,19,-0.23603,0.28851,24,2,1,train
7077,20,19,-0.21118,0.30663,24,2,1,train
7078,20,19,-0.18633,0.24805,24,2,1,train
7079,20,19,-0.16149,0.066214,24,2,1,train
7080,20,19,-0.13665,0.31857,24,2,1,train
7081,20,19,-0.1118,0.12708,24,2,1,train
7082,20,19,-0.086957,0.04096,24,2,1,train
7083,20,19,-0.062111,-0.071806,24,2,1,train
7084,20,19,-0.037266,-0.2479,24,2,1,train
7085,20,19,-0.012422,-0.034643,24,2,1,train
7086,20,19,0.012422,-0.073683,24,2,1,train
7087,20,19,0.037266,0.14519,24,2,1,train
7088,20,19,0.062111,-0.02926,24,2,1,train
7089,20,19,0.086957,-0.14095,24,2,1,train
7090,20,19,0.1118,-0.14448,24,2,1,train
7091,20,19,0.13665,-0.22474,24,2,1,train
7092,20,19,0.16149,-0.16286,24,2,1,train
7093,20,19,0.18633,-0.35434,24,2,1,train
7094,20,19,0.21118,-0.35926,24,2,1,train
7095,20,19,0.23603,-0.2008,24,2,1,train
7096,20,19,0.26087,-0.53274,24,2,1,train
7097,20,19,0.28571,-0.37091,24,2,1,train
7098,20,20,-0.83333,0.01066,24,1,1,train
7099,20,20,-0.76087,-0.55162,24,1,1,train
7100,20,20,-0.68841,-0.48587,24,1,1,train
7101,20,20,-0.61594,-0.683,24,1,1,train
7102,20,20,-0.54348,0.064331,24,1,1,train
7103,20,20,-0.47102,0.23165,24,1,1,train
7104,20,20,-0.39855,-0.16534,24,1,1,train
7105,20,20,-0.32608,-0.19439,24,1,1,train
7106,20,20,-0.25363,0.16759,24,1,1,train
7107,20,20,-0.18116,-0.032065,24,1,1,train
7108,20,20,-0.10869,-0.42015,24,1,1,train
7109,20,20,-0.036232,-0.35949,24,1,1,train
7110,20,20,0.036232,-0.12812,24,1,1,train
7111,20,20,0.10869,0.033123,24,1,1,train
7112,20,20,0.18116,0.24477,24,1,1,train
7113,20,20,0.25363,0.16731,24,1,1,train
7114,20,20,0.32608,0.30443,24,1,1,train
7115,20,20,0.39855,0.068681,24,1,1,train
7116,20,20,0.47102,0.31689,24,1,1,train
7117,20,20,0.54348,0.34215,24,1,1,train
7118,20,20,0.61594,0.21302,24,1,1,train
7119,20,20,0.68841,0.77675,24,1,1,train
7120,20,20,0.76087,0.82425,24,1,1,train
7121,20,20,0.83333,0.346,24,1,1,train
7122,20,22,-0.83333,-0.24755,6,1,2,train
7123,20,22,-0.5,0.589,6,1,2,train
7124,20,22,-0.16667,0.21959,6,1,2,train
7125,20,22,0.16667,0.52776,6,1,2,train
7126,20,22,0.5,-0.11102,6,1,2,train
7127,20,22,0.83333,-0.70906,6,1,2,train
7128,20,23,-0.19231,-0.25389,6,2,1,train
7129,20,23,-0.11538,-0.033113,6,2,1,train
7130,20,23,-0.038462,-0.14744,6,2,1,train
7131,20,23,0.038462,-0.06342,6,2,1,train
7132,20,23,0.11538,0.14152,6,2,1,train
7133,20,23,0.19231,0.26107,6,2,1,train
7134,20,24,-0.5,0.17734,24,2,2,train
7135,20,24,-0.45924,0.11434,24,2,2,train
7136,20,24,-0.41847,0.32475,24,2,2,train
7137,20,24,-0.37771,0.15136,24,2,2,train
7138,20,24,-0.33696,-0.15608,24,2,2,train
7139,20,24,-0.2962,-0.28086,24,2,2,train
7140,20,24,-0.25544,-0.32232,24,2,2,train
7141,20,24,-0.21468,0.026705,24,2,2,train
7142,20,24,-0.17391,-0.28863,24,2,2,train
7143,20,24,-0.13315,-0.13548,24,2,2,train
7144,20,24,-0.092391,-0.25832,24,2,2,train
7145,20,24,-0.05163,-0.38734,24,2,2,train
7146,20,24,-0.01087,-0.38892,24,2,2,train
7147,20,24,0.029891,-0.12142,24,2,2,train
7148,20,24,0.070652,-0.24837,24,2,2,train
7149,20,24,0.11141,-0.32601,24,2,2,train
7150,20,24,0.15218,-0.23811,24,2,2,train
7151,20,24,0.19294,-0.14625,24,2,2,train
7152,20,24,0.2337,-0.094215,24,2,2,train
7153,20,24,0.27446,0.2338,24,2,2,train
7154,20,24,0.31521,-0.003815,24,2,2,train
7155,20,24,0.35597,0.23365,24,2,2,train
7156,20,24,0.39674,0.3264,24,2,2,train
7157,20,24,0.4375,0.22125,24,2,2,train
7158,20,25,-0.66667,-0.67035,6,1,3,train
7159,20,25,-0.4,-0.34961,6,1,3,train
7160,20,25,-0.13333,-0.26615,6,1,3,train
7161,20,25,0.13333,-0.49528,6,1,3,train
7162,20,25,0.4,-0.013233,6,1,3,train
7163,20,25,0.66667,0.74033,6,1,3,train
7164,20,26,-0.3125,-0.0093158,6,2,2,train
7165,20,26,-0.1875,0.016824,6,2,2,train
7166,20,26,-0.0625,-0.18989,6,2,2,train
7167,20,26,0.0625,-0.11165,6,2,2,train
7168,20,26,0.1875,-0.14685,6,2,2,train
7169,20,26,0.3125,0.27468,6,2,2,train
7170,21,1,-0.83333,-0.88862,6,1,1,train
7171,21,1,-0.5,-0.11589,6,1,1,train
7172,21,1,-0.16667,-0.51602,6,1,1,train
7173,21,1,0.16667,-0.22197,6,1,1,train
7174,21,1,0.5,0.49531,6,1,1,train
7175,21,1,0.83333,0.91375,6,1,1,train
7176,21,2,-0.8,0.81973,6,1,3,train
7177,21,2,-0.48,0.035319,6,1,3,train
7178,21,2,-0.16,-0.24784,6,1,3,train
7179,21,2,0.16,-0.094203,6,1,3,train
7180,21,2,0.48,-0.29338,6,1,3,train
7181,21,2,0.8,-0.6827,6,1,3,train
7182,21,3,-0.83333,0.55519,6,1,1,train
7183,21,3,-0.5,0.75287,6,1,1,train
7184,21,3,-0.16667,0.34462,6,1,1,train
7185,21,3,0.16667,-0.35218,6,1,1,train
7186,21,3,0.5,-0.5915,6,1,1,train
7187,21,3,0.83333,-0.53972,6,1,1,train
7188,21,4,-0.66667,1.0106,24,1,1,train
7189,21,4,-0.60869,0.61005,24,1,1,train
7190,21,4,-0.55073,0.6732,24,1,1,train
7191,21,4,-0.49275,0.71547,24,1,1,train
7192,21,4,-0.43478,0.57878,24,1,1,train
7193,21,4,-0.37681,0.1545,24,1,1,train
7194,21,4,-0.31884,0.74333,24,1,1,train
7195,21,4,-0.26087,0.29652,24,1,1,train
7196,21,4,-0.2029,0.095573,24,1,1,train
7197,21,4,-0.14493,-0.16755,24,1,1,train
7198,21,4,-0.086953,-0.57844,24,1,1,train
7199,21,4,-0.028985,-0.080833,24,1,1,train
7200,21,4,0.028985,-0.17193,24,1,1,train
7201,21,4,0.086953,0.33877,24,1,1,train
7202,21,4,0.14493,-0.068273,24,1,1,train
7203,21,4,0.2029,-0.32889,24,1,1,train
7204,21,4,0.26087,-0.33711,24,1,1,train
7205,21,4,0.31884,-0.52439,24,1,1,train
7206,21,4,0.37681,-0.38,24,1,1,train
7207,21,4,0.43478,-0.8268,24,1,1,train
7208,21,4,0.49275,-0.83827,24,1,1,train
7209,21,4,0.55073,-0.46854,24,1,1,train
7210,21,4,0.60869,-1.2431,24,1,1,train
7211,21,4,0.66667,-0.86547,24,1,1,train
7212,21,5,-0.8,0.39409,24,1,2,train
7213,21,5,-0.73478,0.2541,24,1,2,train
7214,21,5,-0.66956,0.72167,24,1,2,train
7215,21,5,-0.60434,0.33636,24,1,2,train
7216,21,5,-0.53914,-0.34684,24,1,2,train
7217,21,5,-0.47392,-0.62413,24,1,2,train
7218,21,5,-0.4087,-0.71627,24,1,2,train
7219,21,5,-0.34348,0.059344,24,1,2,train
7220,21,5,-0.27826,-0.64139,24,1,2,train
7221,21,5,-0.21304,-0.30107,24,1,2,train
7222,21,5,-0.14783,-0.57404,24,1,2,train
7223,21,5,-0.082608,-0.86076,24,1,2,train
7224,21,5,-0.017391,-0.86427,24,1,2,train
7225,21,5,0.047826,-0.26982,24,1,2,train
7226,21,5,0.11304,-0.55192,24,1,2,train
7227,21,5,0.17826,-0.72447,24,1,2,train
7228,21,5,0.24348,-0.52913,24,1,2,train
7229,21,5,0.3087,-0.325,24,1,2,train
7230,21,5,0.37392,-0.20937,24,1,2,train
7231,21,5,0.43914,0.51956,24,1,2,train
7232,21,5,0.50434,-0.0084778,24,1,2,train
7233,21,5,0.56956,0.51922,24,1,2,train
7234,21,5,0.63478,0.72533,24,1,2,train
7235,21,5,0.7,0.49167,24,1,2,train
7236,21,6,-0.3125,0.18506,6,2,1,train
7237,21,6,-0.1875,0.25096,6,2,1,train
7238,21,6,-0.0625,0.11487,6,2,1,train
7239,21,6,0.0625,-0.11739,6,2,1,train
7240,21,6,0.1875,-0.19717,6,2,1,train
7241,21,6,0.3125,-0.17991,6,2,1,train
7242,21,7,-0.83333,-0.11283,6,1,2,train
7243,21,7,-0.5,-0.030058,6,1,2,train
7244,21,7,-0.16667,-0.68467,6,1,2,train
7245,21,7,0.16667,-0.4369,6,1,2,train
7246,21,7,0.5,-0.54837,6,1,2,train
7247,21,7,0.83333,0.7865,6,1,2,train
7248,21,8,-0.36364,0.45295,6,2,3,train
7249,21,8,-0.21818,0.080856,6,2,3,train
7250,21,8,-0.072727,-0.053464,6,2,3,train
7251,21,8,0.072727,0.019416,6,2,3,train
7252,21,8,0.21818,-0.075067,6,2,3,train
7253,21,8,0.36364,-0.25974,6,2,3,train
7254,21,10,-0.4,-0.14446,24,2,2,train
7255,21,10,-0.36522,0.060363,24,2,2,train
7256,21,10,-0.33043,0.074774,24,2,2,train
7257,21,10,-0.29565,0.12005,24,2,2,train
7258,21,10,-0.26087,0.23173,24,2,2,train
7259,21,10,-0.22609,0.2603,24,2,2,train
7260,21,10,-0.1913,0.25291,24,2,2,train
7261,21,10,-0.15652,0.32477,24,2,2,train
7262,21,10,-0.12174,0.17376,24,2,2,train
7263,21,10,-0.086957,0.20636,24,2,2,train
7264,21,10,-0.052174,0.23996,24,2,2,train
7265,21,10,-0.017391,0.35261,24,2,2,train
7266,21,10,0.017391,0.2791,24,2,2,train
7267,21,10,0.052174,0.25773,24,2,2,train
7268,21,10,0.086957,0.25321,24,2,2,train
7269,21,10,0.12174,0.21068,24,2,2,train
7270,21,10,0.15652,0.17527,24,2,2,train
7271,21,10,0.1913,0.16432,24,2,2,train
7272,21,10,0.22609,0.050714,24,2,2,train
7273,21,10,0.26087,0.042474,24,2,2,train
7274,21,10,0.29565,-0.075371,24,2,2,train
7275,21,10,0.33043,-0.33291,24,2,2,train
7276,21,10,0.36522,-0.15363,24,2,2,train
7277,21,10,0.4,-0.22174,24,2,2,train
7278,21,11,-0.3125,-0.089538,6,2,2,train
7279,21,11,-0.1875,0.21304,6,2,2,train
7280,21,11,-0.0625,0.079426,6,2,2,train
7281,21,11,0.0625,0.19089,6,2,2,train
7282,21,11,0.1875,-0.040157,6,2,2,train
7283,21,11,0.3125,-0.25647,6,2,2,train
7284,21,12,-0.8,0.82882,24,1,3,train
7285,21,12,-0.73044,0.82064,24,1,3,train
7286,21,12,-0.66088,0.3866,24,1,3,train
7287,21,12,-0.59132,0.44291,24,1,3,train
7288,21,12,-0.52172,0.427,24,1,3,train
7289,21,12,-0.45216,-0.195,24,1,3,train
7290,21,12,-0.38261,-0.53393,24,1,3,train
7291,21,12,-0.31304,-0.056618,24,1,3,train
7292,21,12,-0.24348,-0.20279,24,1,3,train
7293,21,12,-0.17391,-0.10065,24,1,3,train
7294,21,12,-0.10435,-0.42142,24,1,3,train
7295,21,12,-0.034783,-0.28289,24,1,3,train
7296,21,12,0.034783,-0.53627,24,1,3,train
7297,21,12,0.10435,-0.13985,24,1,3,train
7298,21,12,0.17391,-0.40126,24,1,3,train
7299,21,12,0.24348,-0.30738,24,1,3,train
7300,21,12,0.31304,-0.054582,24,1,3,train
7301,21,12,0.38261,-0.45669,24,1,3,train
7302,21,12,0.45216,-0.25695,24,1,3,train
7303,21,12,0.52172,-0.82988,24,1,3,train
7304,21,12,0.59132,-0.35014,24,1,3,train
7305,21,12,0.66088,-0.38565,24,1,3,train
7306,21,12,0.73044,-0.72618,24,1,3,train
7307,21,12,0.8,-0.64614,24,1,3,train
7308,21,13,-0.3125,0.0047378,24,2,1,train
7309,21,13,-0.28533,-0.24516,24,2,1,train
7310,21,13,-0.25815,-0.21594,24,2,1,train
7311,21,13,-0.23098,-0.30356,24,2,1,train
7312,21,13,-0.2038,0.028592,24,2,1,train
7313,21,13,-0.17663,0.10296,24,2,1,train
7314,21,13,-0.14946,-0.073483,24,2,1,train
7315,21,13,-0.12228,-0.086397,24,2,1,train
7316,21,13,-0.095109,0.074483,24,2,1,train
7317,21,13,-0.067934,-0.014251,24,2,1,train
7318,21,13,-0.040759,-0.18673,24,2,1,train
7319,21,13,-0.013587,-0.15978,24,2,1,train
7320,21,13,0.013587,-0.056942,24,2,1,train
7321,21,13,0.040759,0.014721,24,2,1,train
7322,21,13,0.067934,0.10879,24,2,1,train
7323,21,13,0.095109,0.074358,24,2,1,train
7324,21,13,0.12228,0.1353,24,2,1,train
7325,21,13,0.14946,0.030525,24,2,1,train
7326,21,13,0.17663,0.14084,24,2,1,train
7327,21,13,0.2038,0.15207,24,2,1,train
7328,21,13,0.23098,0.094678,24,2,1,train
7329,21,13,0.25815,0.34522,24,2,1,train
7330,21,13,0.28533,0.36633,24,2,1,train
7331,21,13,0.3125,0.15378,24,2,1,train
7332,21,14,-0.33333,-0.33518,6,2,3,train
7333,21,14,-0.2,-0.17481,6,2,3,train
7334,21,14,-0.066667,-0.13308,6,2,3,train
7335,21,14,0.066667,-0.24764,6,2,3,train
7336,21,14,0.2,-0.0066167,6,2,3,train
7337,21,14,0.33333,0.37017,6,2,3,train
7338,21,15,-0.8,-0.316,24,1,2,train
7339,21,15,-0.73044,0.13204,24,1,2,train
7340,21,15,-0.66086,0.16357,24,1,2,train
7341,21,15,-0.5913,0.26261,24,1,2,train
7342,21,15,-0.52174,0.50691,24,1,2,train
7343,21,15,-0.45218,0.56942,24,1,2,train
7344,21,15,-0.3826,0.55324,24,1,2,train
7345,21,15,-0.31304,0.71044,24,1,2,train
7346,21,15,-0.24348,0.38009,24,1,2,train
7347,21,15,-0.17391,0.45142,24,1,2,train
7348,21,15,-0.10435,0.52492,24,1,2,train
7349,21,15,-0.034782,0.77134,24,1,2,train
7350,21,15,0.034782,0.61054,24,1,2,train
7351,21,15,0.10435,0.56378,24,1,2,train
7352,21,15,0.17391,0.55391,24,1,2,train
7353,21,15,0.24348,0.46087,24,1,2,train
7354,21,15,0.31304,0.38339,24,1,2,train
7355,21,15,0.3826,0.35945,24,1,2,train
7356,21,15,0.45218,0.11094,24,1,2,train
7357,21,15,0.52174,0.092912,24,1,2,train
7358,21,15,0.5913,-0.16487,24,1,2,train
7359,21,15,0.66086,-0.72825,24,1,2,train
7360,21,15,0.73044,-0.33606,24,1,2,train
7361,21,15,0.8,-0.48506,24,1,2,train
7362,21,16,-0.8,-0.79276,24,1,3,train
7363,21,16,-0.73044,-0.46131,24,1,3,train
7364,21,16,-0.66088,-0.42603,24,1,3,train
7365,21,16,-0.59132,-0.29673,24,1,3,train
7366,21,16,-0.52172,-0.29367,24,1,3,train
7367,21,16,-0.45216,-0.12556,24,1,3,train
7368,21,16,-0.38261,-0.15039,24,1,3,train
7369,21,16,-0.31304,-0.38173,24,1,3,train
7370,21,16,-0.24348,-0.23529,24,1,3,train
7371,21,16,-0.17391,-0.0784,24,1,3,train
7372,21,16,-0.10435,0.06613,24,1,3,train
7373,21,16,-0.034783,-0.067627,24,1,3,train
7374,21,16,0.034783,-0.073205,24,1,3,train
7375,21,16,0.10435,-0.348,24,1,3,train
7376,21,16,0.17391,-0.072059,24,1,3,train
7377,21,16,0.24348,-0.033362,24,1,3,train
7378,21,16,0.31304,0.13695,24,1,3,train
7379,21,16,0.38261,-0.062508,24,1,3,train
7380,21,16,0.45216,-0.22665,24,1,3,train
7381,21,16,0.52172,0.14322,24,1,3,train
7382,21,16,0.59132,0.12759,24,1,3,train
7383,21,16,0.66088,0.11899,24,1,3,train
7384,21,16,0.73044,0.73573,24,1,3,train
7385,21,16,0.8,0.58903,24,1,3,train
7386,21,17,-0.26667,0.33744,24,2,3,train
7387,21,17,-0.24348,0.33428,24,2,3,train
7388,21,17,-0.22029,0.16676,24,2,3,train
7389,21,17,-0.19711,0.18849,24,2,3,train
7390,21,17,-0.17391,0.18235,24,2,3,train
7391,21,17,-0.15072,-0.057719,24,2,3,train
7392,21,17,-0.12754,-0.18853,24,2,3,train
7393,21,17,-0.10435,-0.0043088,24,2,3,train
7394,21,17,-0.08116,-0.060726,24,2,3,train
7395,21,17,-0.057971,-0.021305,24,2,3,train
7396,21,17,-0.034783,-0.14511,24,2,3,train
7397,21,17,-0.011594,-0.09164,24,2,3,train
7398,21,17,0.011594,-0.18944,24,2,3,train
7399,21,17,0.034783,-0.036435,24,2,3,train
7400,21,17,0.057971,-0.13733,24,2,3,train
7401,21,17,0.08116,-0.10109,24,2,3,train
7402,21,17,0.10435,-0.0035228,24,2,3,train
7403,21,17,0.12754,-0.15872,24,2,3,train
7404,21,17,0.15072,-0.081632,24,2,3,train
7405,21,17,0.17391,-0.30276,24,2,3,train
7406,21,17,0.19711,-0.1176,24,2,3,train
7407,21,17,0.22029,-0.1313,24,2,3,train
7408,21,17,0.24348,-0.26274,24,2,3,train
7409,21,17,0.26667,-0.23184,24,2,3,train
7410,21,18,-0.26667,-0.45126,24,2,3,train
7411,21,18,-0.24348,-0.26259,24,2,3,train
7412,21,18,-0.22029,-0.24251,24,2,3,train
7413,21,18,-0.19711,-0.16891,24,2,3,train
7414,21,18,-0.17391,-0.16717,24,2,3,train
7415,21,18,-0.15072,-0.071472,24,2,3,train
7416,21,18,-0.12754,-0.085609,24,2,3,train
7417,21,18,-0.10435,-0.21729,24,2,3,train
7418,21,18,-0.08116,-0.13394,24,2,3,train
7419,21,18,-0.057971,-0.044628,24,2,3,train
7420,21,18,-0.034783,0.037643,24,2,3,train
7421,21,18,-0.011594,-0.038495,24,2,3,train
7422,21,18,0.011594,-0.041671,24,2,3,train
7423,21,18,0.034783,-0.19809,24,2,3,train
7424,21,18,0.057971,-0.041018,24,2,3,train
7425,21,18,0.08116,-0.018991,24,2,3,train
7426,21,18,0.10435,0.077957,24,2,3,train
7427,21,18,0.12754,-0.035582,24,2,3,train
7428,21,18,0.15072,-0.12902,24,2,3,train
7429,21,18,0.17391,0.081523,24,2,3,train
7430,21,18,0.19711,0.072628,24,2,3,train
7431,21,18,0.22029,0.067735,24,2,3,train
7432,21,18,0.24348,0.4188,24,2,3,train
7433,21,18,0.26667,0.33529,24,2,3,train
7434,21,19,-0.28571,0.43311,24,2,1,train
7435,21,19,-0.26087,0.26145,24,2,1,train
7436,21,19,-0.23603,0.28851,24,2,1,train
7437,21,19,-0.21118,0.30663,24,2,1,train
7438,21,19,-0.18633,0.24805,24,2,1,train
7439,21,19,-0.16149,0.066214,24,2,1,train
7440,21,19,-0.13665,0.31857,24,2,1,train
7441,21,19,-0.1118,0.12708,24,2,1,train
7442,21,19,-0.086957,0.04096,24,2,1,train
7443,21,19,-0.062111,-0.071806,24,2,1,train
7444,21,19,-0.037266,-0.2479,24,2,1,train
7445,21,19,-0.012422,-0.034643,24,2,1,train
7446,21,19,0.012422,-0.073683,24,2,1,train
7447,21,19,0.037266,0.14519,24,2,1,train
7448,21,19,0.062111,-0.02926,24,2,1,train
7449,21,19,0.086957,-0.14095,24,2,1,train
7450,21,19,0.1118,-0.14448,24,2,1,train
7451,21,19,0.13665,-0.22474,24,2,1,train
7452,21,19,0.16149,-0.16286,24,2,1,train
7453,21,19,0.18633,-0.35434,24,2,1,train
7454,21,19,0.21118,-0.35926,24,2,1,train
7455,21,19,0.23603,-0.2008,24,2,1,train
7456,21,19,0.26087,-0.53274,24,2,1,train
7457,21,19,0.28571,-0.37091,24,2,1,train
7458,21,20,-0.83333,0.01066,24,1,1,train
7459,21,20,-0.76087,-0.55162,24,1,1,train
7460,21,20,-0.68841,-0.48587,24,1,1,train
7461,21,20,-0.61594,-0.683,24,1,1,train
7462,21,20,-0.54348,0.064331,24,1,1,train
7463,21,20,-0.47102,0.23165,24,1,1,train
7464,21,20,-0.39855,-0.16534,24,1,1,train
7465,21,20,-0.32608,-0.19439,24,1,1,train
7466,21,20,-0.25363,0.16759,24,1,1,train
7467,21,20,-0.18116,-0.032065,24,1,1,train
7468,21,20,-0.10869,-0.42015,24,1,1,train
7469,21,20,-0.036232,-0.35949,24,1,1,train
7470,21,20,0.036232,-0.12812,24,1,1,train
7471,21,20,0.10869,0.033123,24,1,1,train
7472,21,20,0.18116,0.24477,24,1,1,train
7473,21,20,0.25363,0.16731,24,1,1,train
7474,21,20,0.32608,0.30443,24,1,1,train
7475,21,20,0.39855,0.068681,24,1,1,train
7476,21,20,0.47102,0.31689,24,1,1,train
7477,21,20,0.54348,0.34215,24,1,1,train
7478,21,20,0.61594,0.21302,24,1,1,train
7479,21,20,0.68841,0.77675,24,1,1,train
7480,21,20,0.76087,0.82425,24,1,1,train
7481,21,20,0.83333,0.346,24,1,1,train
7482,21,22,-0.83333,-0.24755,6,1,2,train
7483,21,22,-0.5,0.589,6,1,2,train
7484,21,22,-0.16667,0.21959,6,1,2,train
7485,21,22,0.16667,0.52776,6,1,2,train
7486,21,22,0.5,-0.11102,6,1,2,train
7487,21,22,0.83333,-0.70906,6,1,2,train
7488,21,23,-0.19231,-0.25389,6,2,1,train
7489,21,23,-0.11538,-0.033113,6,2,1,train
7490,21,23,-0.038462,-0.14744,6,2,1,train
7491,21,23,0.038462,-0.06342,6,2,1,train
7492,21,23,0.11538,0.14152,6,2,1,train
7493,21,23,0.19231,0.26107,6,2,1,train
7494,21,24,-0.5,0.17734,24,2,2,train
7495,21,24,-0.45924,0.11434,24,2,2,train
7496,21,24,-0.41847,0.32475,24,2,2,train
7497,21,24,-0.37771,0.15136,24,2,2,train
7498,21,24,-0.33696,-0.15608,24,2,2,train
7499,21,24,-0.2962,-0.28086,24,2,2,train
7500,21,24,-0.25544,-0.32232,24,2,2,train
7501,21,24,-0.21468,0.026705,24,2,2,train
7502,21,24,-0.17391,-0.28863,24,2,2,train
7503,21,24,-0.13315,-0.13548,24,2,2,train
7504,21,24,-0.092391,-0.25832,24,2,2,train
7505,21,24,-0.05163,-0.38734,24,2,2,train
