task,trial,condition,choice,correct_choice,category,all_features,stimulus_id,feature1,feature2,feature3,feature4,feature5,feature6,prototype_feature1,prototype_feature2,prototype_feature3,prototype_feature4,prototype_feature5,prototype_feature6,participant
0,476,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,477,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,478,1,0,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,479,1,0,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,480,1,0,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,481,1,1,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,482,1,0,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,483,1,0,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,484,1,0,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,485,1,0,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,486,1,0,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,487,1,0,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,488,1,0,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,489,1,1,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,490,1,1,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,491,1,0,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,492,1,1,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,493,1,0,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,494,1,1,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,495,1,0,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,496,1,1,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,497,1,0,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,498,1,1,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,499,1,0,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,500,1,0,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,501,1,0,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,502,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,503,1,1,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,504,1,1,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,505,1,0,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,506,1,1,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,507,1,0,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,508,1,0,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,509,1,0,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,510,1,0,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,511,1,0,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,512,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,513,1,1,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,514,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,515,1,1,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,516,1,0,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,517,1,1,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,518,1,0,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,519,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,520,1,1,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,521,1,0,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,522,1,1,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,523,1,0,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,524,1,1,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,525,1,1,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,526,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,527,1,1,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,528,1,1,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,529,1,0,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,530,1,1,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,531,1,1,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,532,1,0,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,533,1,0,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,534,1,1,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,535,1,1,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,536,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,537,1,0,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,538,1,0,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,539,1,1,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,540,1,1,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,541,1,0,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,542,1,0,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,543,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,544,1,0,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,545,1,1,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,546,1,0,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,547,1,0,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,548,1,1,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,549,1,0,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,550,1,0,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,551,1,1,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,552,1,0,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,553,1,0,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,554,1,1,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,555,1,0,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,556,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,557,1,1,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,558,1,1,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,559,1,0,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,560,1,0,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,561,1,1,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,562,1,1,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,563,1,0,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,564,1,1,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,565,1,0,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,566,1,1,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,567,1,0,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,568,1,1,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,569,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,570,1,1,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,571,1,1,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,572,1,0,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,573,1,0,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,574,1,1,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,575,1,1,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,576,1,1,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,577,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,578,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,579,1,0,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,580,1,0,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,581,1,1,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,582,1,0,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,583,1,1,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,584,1,0,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,585,1,1,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,586,1,0,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,587,1,1,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,588,1,1,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,589,1,1,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,590,1,0,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,591,1,0,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,592,1,0,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,593,1,0,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,594,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,595,1,0,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,596,1,1,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,597,1,0,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,598,1,0,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,599,1,1,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,600,1,0,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,601,1,0,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,602,1,0,0,1,[0. 0. 1. 0. 0. 0.],10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,603,1,0,1,2,[1. 1. 1. 1. 1. 0.],5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,604,1,0,0,1,[0. 1. 0. 0. 0. 0.],9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,605,1,1,0,1,[0. 0. 0. 1. 0. 0.],11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,606,1,1,1,2,[1. 1. 1. 1. 1. 1.],0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,607,1,0,0,1,[0. 0. 0. 0. 0. 0.],7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,608,1,0,0,1,[1. 0. 0. 0. 0. 0.],8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,609,1,1,1,2,[1. 1. 0. 1. 1. 1.],3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,610,1,0,0,1,[1. 1. 1. 0. 1. 1.],13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,611,1,0,1,2,[1. 0. 1. 1. 1. 1.],2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,612,1,1,0,1,[0. 0. 0. 0. 0. 1.],12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,613,1,1,1,2,[0. 1. 1. 1. 1. 1.],1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,614,1,1,1,2,[0. 0. 0. 0. 1. 0.],6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,615,1,0,1,2,[1. 1. 1. 1. 0. 1.],4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
0,0,1,1,0,1,[0 1 0 0 0 0],2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,1,1,1,0,1,[1 0 0 0 0 0],1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,2,1,0,0,1,[0 0 0 0 0 1],5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,3,1,0,1,2,[0 0 0 1 0 0],13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,4,1,0,0,1,[0 0 1 0 0 0],3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,5,1,1,1,2,[1 1 1 1 1 1],7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,6,1,1,0,1,[0 0 0 0 0 0],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,7,1,1,1,2,[1 1 1 0 1 1],11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,8,1,1,0,1,[1 1 1 1 0 1],6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,9,1,0,1,2,[1 1 0 1 1 1],10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,10,1,1,0,1,[0 0 0 0 1 0],4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,11,1,0,1,2,[1 0 1 1 1 1],9,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,12,1,1,1,2,[1 1 1 1 1 0],12,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,13,1,0,1,2,[0 1 1 1 1 1],8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,14,1,1,0,1,[0 0 0 0 0 0],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,15,1,1,0,1,[0 0 0 0 0 1],5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,16,1,1,1,2,[0 1 1 1 1 1],8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,17,1,1,0,1,[0 0 1 0 0 0],3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,18,1,1,1,2,[1 0 1 1 1 1],9,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,19,1,1,1,2,[1 1 1 1 1 1],7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,20,1,0,0,1,[0 1 0 0 0 0],2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,21,1,0,0,1,[1 1 1 1 0 1],6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,22,1,0,1,2,[1 1 0 1 1 1],10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,23,1,1,0,1,[0 0 0 0 1 0],4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,24,1,1,1,2,[1 1 1 1 1 0],12,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,25,1,0,1,2,[1 1 1 0 1 1],11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,26,1,1,1,2,[0 0 0 1 0 0],13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12
0,27,1,1,0,1,[1 0 0 0 0 0],1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,28,1,0,0,1,[0 0 0 0 0 1],5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
